,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
GUINEA-BISSAU,GNB,-1.72,0.43,3.00,6.28,2.40,18.27,-1.95,0.38,3.00,5.31,0.48,10.58,-0.50,0.40,3.00,29.95,14.42,52.40,-0.87,0.40,3.00,19.81,10.58,39.42,-0.53,0.33,3.00,28.50,18.75,41.83,-0.39,0.35,3.00,31.88,19.23,52.88,-0.57,0.36,3.00,28.02,15.87,46.63,-0.48,0.36,3.00,30.43,17.31,48.56,-0.44,0.34,3.00,29.95,17.79,47.12,-0.69,0.33,3.00,23.08,13.40,39.23,-0.65,0.29,4.00,23.70,15.09,39.62,-0.65,0.30,4.00,25.59,13.68,39.62,-0.73,0.34,3.00,23.70,11.79,40.09,-0.96,0.27,4.00,18.01,8.02,30.19,-0.89,0.28,4.00,19.43,8.49,32.55,-0.69,0.23,4.00,22.86,11.85,34.60,-0.44,0.24,4.00,31.90,20.85,45.97
GUYANA,GUY,-0.38,0.43,3.00,33.82,16.83,55.29,0.00,0.38,3.00,44.93,25.48,64.90,-0.61,0.40,3.00,27.05,12.98,47.60,-0.67,0.40,3.00,25.12,13.94,44.23,-0.48,0.33,3.00,29.47,19.23,45.67,-0.55,0.32,4.00,27.54,16.35,43.75,-0.45,0.30,5.00,32.85,20.67,47.60,-0.76,0.27,6.00,23.67,13.94,33.65,-0.55,0.26,6.00,27.05,17.79,38.94,-0.65,0.26,6.00,25.00,15.79,36.84,-0.62,0.26,6.00,25.12,15.57,38.68,-0.44,0.26,6.00,31.28,20.75,46.70,-0.43,0.25,6.00,32.70,20.28,47.17,-0.48,0.24,6.00,31.28,20.28,42.45,-0.44,0.24,6.00,31.28,20.28,44.34,-0.15,0.21,6.00,39.52,28.91,53.55,-0.18,0.21,6.00,39.05,27.96,53.08
HAITI,HTI,-0.89,0.43,3.00,19.81,8.65,40.38,-1.06,0.38,3.00,16.43,7.69,30.77,-0.75,0.40,3.00,24.64,11.54,39.90,-1.36,0.37,4.00,13.53,3.37,24.52,-1.35,0.32,4.00,10.63,4.81,23.56,-2.00,0.32,4.00,3.86,0.96,7.69,-1.82,0.32,4.00,4.83,0.96,11.54,-1.39,0.28,5.00,10.63,5.29,18.75,-1.32,0.27,5.00,10.14,7.21,18.75,-1.39,0.27,5.00,10.10,6.22,16.75,-1.00,0.25,6.00,16.59,10.38,26.42,-0.99,0.25,6.00,16.59,9.91,26.42,-1.03,0.24,7.00,16.59,7.55,27.36,-0.82,0.23,7.00,21.33,13.21,33.49,-0.65,0.23,7.00,25.12,16.98,37.74,-0.64,0.20,7.00,24.29,14.22,34.60,-0.73,0.20,7.00,21.90,12.32,33.65
HONDURAS,HND,-0.57,0.36,4.00,27.05,13.94,47.12,-0.06,0.33,4.00,42.03,25.96,62.02,-0.18,0.33,4.00,37.20,25.00,59.62,-0.33,0.30,5.00,35.27,22.60,47.60,-0.41,0.29,5.00,31.88,21.15,45.67,-0.42,0.28,6.00,30.92,19.71,47.12,-0.65,0.28,6.00,26.09,17.31,39.90,-0.67,0.27,6.00,26.09,16.35,40.38,-0.44,0.26,6.00,29.47,18.75,42.79,-0.54,0.26,6.00,27.88,16.75,39.71,-0.33,0.24,7.00,33.18,22.17,47.64,-0.54,0.24,7.00,27.01,17.92,40.57,-0.43,0.24,7.00,33.18,20.75,46.70,-0.41,0.23,7.00,34.60,22.17,42.92,-0.49,0.23,7.00,29.38,19.81,42.45,-0.54,0.20,8.00,28.10,18.01,36.97,-0.51,0.20,8.00,28.10,20.85,38.39
"HONG KONG SAR, CHINA",HKG,0.44,0.41,3.00,59.42,39.42,86.54,0.58,0.38,3.00,64.25,42.79,93.75,0.84,0.33,4.00,75.85,56.73,95.67,0.82,0.30,5.00,74.88,57.21,95.19,0.89,0.31,5.00,78.26,57.69,97.12,1.12,0.30,6.00,86.96,66.83,100.00,1.28,0.29,6.00,92.75,71.63,100.00,1.10,0.25,7.00,87.44,66.83,100.00,1.04,0.25,7.00,85.02,68.75,98.56,1.07,0.25,7.00,87.02,68.90,99.52,0.93,0.25,6.00,82.46,63.68,94.81,0.88,0.26,6.00,78.67,61.32,93.87,0.92,0.28,7.00,73.93,61.79,97.64,0.98,0.25,7.00,79.62,64.15,97.64,0.88,0.26,7.00,74.88,62.26,92.92,1.11,0.22,7.00,90.00,71.09,99.05,0.99,0.22,7.00,83.33,66.35,96.68
HUNGARY,HUN,0.91,0.36,4.00,76.33,55.29,100.00,1.12,0.33,4.00,87.92,63.94,100.00,0.82,0.30,5.00,74.88,58.65,94.23,1.18,0.28,6.00,87.92,67.79,99.52,1.10,0.28,6.00,86.96,65.87,99.52,0.81,0.28,7.00,74.40,59.13,92.79,0.98,0.27,7.00,79.71,64.42,99.04,0.95,0.24,8.00,79.23,63.94,95.67,0.72,0.24,8.00,70.53,55.77,87.02,0.72,0.24,8.00,70.19,55.50,88.52,0.52,0.24,8.00,63.98,49.06,80.19,0.67,0.24,8.00,68.72,54.72,86.32,0.73,0.24,8.00,70.14,58.02,89.15,0.67,0.22,9.00,68.72,56.60,83.02,0.78,0.22,9.00,70.14,61.32,90.57,0.68,0.19,9.00,67.62,58.29,81.52,0.73,0.20,9.00,70.48,59.24,87.68
ICELAND,ISL,1.25,0.43,3.00,94.69,63.46,100.00,1.29,0.38,3.00,95.17,68.75,100.00,1.49,0.35,4.00,98.07,78.37,100.00,1.54,0.34,5.00,99.03,80.29,100.00,1.50,0.31,5.00,99.03,82.69,100.00,1.44,0.30,6.00,98.55,78.85,100.00,1.45,0.29,6.00,99.52,79.33,100.00,1.44,0.26,7.00,99.52,82.21,100.00,1.49,0.26,7.00,99.52,85.58,100.00,1.21,0.26,7.00,93.75,72.25,100.00,1.18,0.26,6.00,90.52,72.17,100.00,1.01,0.25,7.00,84.83,67.45,94.81,1.23,0.25,7.00,92.42,70.28,99.53,1.22,0.23,8.00,91.94,73.11,99.53,1.26,0.23,8.00,92.42,75.00,99.53,1.22,0.20,8.00,93.33,76.78,99.53,1.27,0.20,8.00,94.76,79.15,99.53
INDIA,IND,-0.91,0.36,4.00,19.32,8.65,35.58,-1.14,0.33,4.00,14.01,7.69,26.44,-0.99,0.30,5.00,17.87,9.62,30.29,-1.24,0.28,6.00,15.94,5.77,23.56,-1.52,0.28,6.00,8.70,4.33,18.75,-1.22,0.28,7.00,13.53,5.77,22.60,-0.99,0.27,7.00,17.87,8.17,29.33,-1.06,0.24,8.00,17.39,9.13,26.44,-1.15,0.24,8.00,14.01,9.13,22.60,-1.10,0.24,8.00,14.42,9.57,22.01,-1.33,0.24,8.00,10.90,5.66,19.34,-1.23,0.24,8.00,12.32,6.13,21.70,-1.29,0.24,9.00,11.37,5.66,19.81,-1.25,0.22,9.00,11.85,6.60,19.34,-1.18,0.22,9.00,12.80,8.02,20.28,-0.98,0.19,9.00,13.81,9.00,23.70,-0.92,0.20,9.00,16.67,9.95,24.17
INDONESIA,IDN,-1.18,0.36,4.00,13.04,6.25,26.92,-1.77,0.33,4.00,6.28,1.92,12.98,-2.03,0.30,5.00,3.38,0.96,8.65,-1.62,0.28,6.00,8.70,2.40,16.35,-2.11,0.28,6.00,2.90,0.48,5.77,-1.87,0.28,7.00,4.35,1.92,8.65,-1.48,0.27,7.00,7.25,4.33,17.31,-1.40,0.24,8.00,9.66,6.73,17.79,-1.20,0.24,8.00,13.04,8.65,20.19,-1.08,0.24,8.00,15.38,10.05,23.44,-0.76,0.24,8.00,20.85,15.09,32.08,-0.85,0.24,8.00,20.85,11.79,29.72,-0.76,0.24,9.00,22.27,14.15,34.43,-0.58,0.22,9.00,27.96,18.87,39.15,-0.50,0.22,9.00,28.91,19.81,41.98,-0.41,0.19,9.00,30.00,21.33,43.13,-0.60,0.20,9.00,24.76,17.06,36.49
"IRAN, ISLAMIC REP.",IRN,-0.37,0.36,4.00,34.30,18.27,53.37,-0.74,0.33,4.00,22.71,11.54,38.46,-0.76,0.33,4.00,24.15,12.50,37.02,-0.82,0.31,4.00,22.71,13.94,36.06,-0.83,0.30,4.00,23.19,12.50,34.13,-0.78,0.29,5.00,21.74,13.46,36.06,-0.81,0.29,5.00,22.71,11.54,36.06,-1.08,0.25,6.00,16.91,8.65,26.44,-0.99,0.25,6.00,17.87,10.10,26.92,-0.98,0.25,6.00,16.35,10.05,26.79,-1.55,0.25,6.00,8.53,4.25,15.09,-1.62,0.24,7.00,6.16,3.77,12.74,-1.42,0.24,8.00,8.06,4.72,16.98,-1.33,0.22,8.00,9.48,5.66,17.92,-1.26,0.23,8.00,10.90,8.02,19.81,-0.91,0.20,8.00,17.14,9.48,25.59,-0.91,0.20,8.00,17.14,9.95,27.01
IRAQ,IRQ,-1.85,0.36,4.00,4.83,2.40,11.06,-1.59,0.33,4.00,8.70,4.33,16.83,-1.77,0.33,4.00,6.28,0.96,14.42,-1.65,0.31,4.00,8.21,1.92,16.83,-2.43,0.30,4.00,0.48,0.00,4.81,-3.18,0.32,4.00,0.00,0.00,0.96,-2.72,0.29,5.00,0.48,0.00,1.44,-2.82,0.28,5.00,0.00,0.00,0.96,-2.79,0.27,5.00,0.48,0.48,2.40,-2.48,0.27,5.00,1.44,0.48,2.87,-2.19,0.28,4.00,2.37,1.42,5.66,-2.25,0.27,5.00,2.37,0.47,4.72,-1.84,0.26,5.00,4.27,2.36,8.49,-1.93,0.24,6.00,4.74,2.36,6.60,-2.02,0.24,6.00,4.27,1.89,7.55,-2.49,0.21,6.00,2.38,0.00,5.21,-2.29,0.21,6.00,2.86,0.47,6.16
IRELAND,IRL,1.28,0.36,4.00,95.65,68.75,100.00,1.43,0.33,4.00,99.52,77.40,100.00,1.49,0.30,5.00,97.58,79.33,100.00,1.42,0.28,6.00,96.62,80.29,100.00,1.33,0.28,6.00,97.10,76.92,100.00,1.17,0.28,7.00,90.82,72.12,100.00,1.28,0.27,7.00,93.24,72.60,100.00,1.13,0.24,8.00,88.41,67.79,100.00,1.15,0.24,8.00,92.27,72.12,100.00,1.14,0.24,8.00,90.38,71.29,100.00,1.02,0.24,8.00,85.78,69.34,95.28,0.98,0.24,8.00,82.46,66.98,94.34,0.93,0.24,8.00,74.88,63.68,94.81,0.92,0.23,8.00,76.78,63.68,92.92,0.88,0.23,8.00,74.41,64.62,91.98,1.05,0.20,8.00,86.67,70.62,97.63,0.93,0.20,8.00,78.10,64.93,93.84
ISRAEL,ISR,-1.24,0.36,4.00,11.11,5.29,24.04,-1.20,0.33,4.00,13.04,7.69,25.48,-1.06,0.30,5.00,16.43,8.65,28.37,-1.51,0.28,6.00,10.63,3.37,18.27,-1.55,0.28,6.00,8.21,3.85,18.75,-1.33,0.28,7.00,11.11,4.81,19.71,-1.28,0.27,7.00,11.59,5.77,22.60,-1.27,0.24,8.00,13.04,8.17,20.67,-1.26,0.24,8.00,11.59,8.17,18.75,-1.33,0.24,8.00,11.06,8.61,16.75,-1.62,0.24,8.00,7.11,3.77,13.21,-1.32,0.24,8.00,10.43,4.72,17.92,-1.19,0.24,8.00,13.27,5.66,20.75,-1.07,0.23,8.00,16.59,8.02,23.58,-1.09,0.23,8.00,15.64,8.02,23.11,-1.04,0.20,8.00,12.38,8.53,21.80,-1.12,0.20,8.00,11.43,8.53,21.33
ITALY,ITA,1.03,0.36,4.00,83.57,58.65,100.00,1.12,0.33,4.00,88.41,63.94,100.00,0.85,0.30,5.00,76.81,59.62,95.67,0.76,0.28,6.00,71.98,56.73,94.23,0.41,0.28,6.00,57.97,39.42,77.40,0.27,0.28,7.00,55.07,38.94,72.60,0.47,0.27,7.00,62.32,47.12,77.40,0.50,0.24,8.00,61.35,48.56,75.00,0.43,0.24,8.00,59.90,44.23,75.48,0.53,0.24,8.00,63.94,49.28,78.47,0.34,0.24,8.00,55.45,42.92,70.75,0.47,0.24,8.00,63.03,50.00,77.36,0.50,0.24,9.00,63.51,50.00,73.11,0.51,0.22,9.00,63.03,51.42,73.58,0.50,0.22,9.00,64.45,51.42,72.64,0.46,0.19,9.00,61.43,52.13,72.99,0.34,0.20,9.00,58.10,49.76,67.30
JAMAICA,JAM,0.01,0.36,4.00,46.38,26.44,63.46,0.01,0.33,4.00,45.41,27.88,63.46,0.08,0.33,4.00,48.79,31.25,65.87,-0.29,0.30,5.00,36.71,24.04,49.52,-0.40,0.29,5.00,32.37,21.15,46.15,-0.33,0.28,6.00,33.33,21.63,50.00,-0.28,0.28,6.00,36.71,25.00,51.92,-0.29,0.27,6.00,34.78,25.48,51.92,-0.20,0.26,6.00,37.20,25.00,52.88,-0.26,0.26,6.00,35.58,22.97,50.24,-0.35,0.26,6.00,32.70,20.75,48.11,-0.41,0.26,6.00,32.23,21.70,47.17,-0.08,0.25,7.00,43.60,30.66,58.02,0.11,0.22,8.00,49.76,38.21,62.26,0.17,0.23,8.00,54.50,38.68,64.62,0.03,0.20,8.00,47.62,35.07,58.29,0.09,0.20,8.00,51.90,36.49,59.72
JAPAN,JPN,1.11,0.36,4.00,86.47,62.50,100.00,1.19,0.33,4.00,89.86,64.90,100.00,1.12,0.30,5.00,87.44,65.87,99.04,1.10,0.28,6.00,85.51,65.38,99.52,1.00,0.28,6.00,83.09,62.98,98.56,0.99,0.28,7.00,80.19,62.98,98.56,0.98,0.27,7.00,80.19,64.42,99.04,1.08,0.24,8.00,86.96,66.83,99.52,0.95,0.24,8.00,80.19,65.38,96.15,0.83,0.24,8.00,75.48,58.85,94.74,0.94,0.24,8.00,83.41,65.57,94.34,0.85,0.24,8.00,76.78,62.26,92.45,0.98,0.24,9.00,81.04,65.09,97.17,0.92,0.22,9.00,77.25,64.15,92.92,0.99,0.22,9.00,81.99,66.04,97.17,0.95,0.19,9.00,79.52,67.30,95.73,0.98,0.20,9.00,82.38,67.30,94.79
"JERSEY, CHANNEL ISLANDS",JEY,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.48,0.51,1.00,98.58,68.40,100.00,1.47,0.49,1.00,99.05,68.40,100.00,1.48,0.47,1.00,99.05,67.45,100.00,1.46,0.47,1.00,99.05,67.77,100.00,1.51,0.43,1.00,99.52,72.04,100.00
JORDAN,JOR,-0.15,0.36,4.00,41.55,21.63,59.62,-0.05,0.33,4.00,42.51,25.96,62.50,-0.09,0.33,4.00,40.10,26.92,63.94,-0.56,0.30,5.00,27.54,18.75,43.27,-0.12,0.28,6.00,39.13,27.88,57.21,-0.23,0.28,7.00,37.20,24.04,54.33,-0.13,0.27,7.00,42.03,27.88,55.77,-0.77,0.24,8.00,23.19,13.94,33.17,-0.31,0.24,8.00,33.82,23.56,46.15,-0.36,0.24,8.00,31.25,20.57,44.98,-0.36,0.24,8.00,32.23,22.17,45.75,-0.31,0.24,8.00,34.60,24.53,50.00,-0.52,0.24,9.00,29.86,19.81,41.51,-0.52,0.22,9.00,29.86,19.34,40.09,-0.62,0.22,9.00,25.59,18.40,38.21,-0.55,0.19,9.00,27.14,18.01,36.97,-0.58,0.20,9.00,26.67,17.54,36.49
KAZAKHSTAN,KAZ,-0.52,0.40,3.00,28.99,13.94,49.52,0.05,0.33,4.00,47.34,27.88,64.90,0.01,0.33,4.00,45.41,28.85,65.38,0.29,0.31,4.00,56.52,39.42,74.04,0.32,0.30,4.00,57.00,37.98,71.63,0.06,0.29,5.00,47.83,31.25,63.94,0.18,0.28,6.00,52.17,37.02,66.83,0.20,0.25,7.00,52.66,40.38,64.90,0.58,0.24,7.00,66.67,50.00,81.25,0.57,0.24,8.00,66.83,50.72,80.38,0.75,0.24,8.00,72.04,57.08,88.68,0.45,0.24,8.00,61.61,49.06,76.42,-0.32,0.24,8.00,36.49,24.06,49.06,-0.38,0.22,9.00,36.02,22.17,43.40,-0.38,0.22,9.00,34.60,22.17,46.70,0.01,0.19,9.00,46.67,34.60,58.29,-0.10,0.20,9.00,42.86,32.70,55.45
KENYA,KEN,-0.73,0.36,4.00,21.74,10.58,42.79,-0.96,0.33,4.00,16.91,10.10,31.25,-1.14,0.33,4.00,14.98,7.69,27.40,-1.25,0.31,4.00,15.46,5.77,24.52,-1.28,0.29,5.00,13.04,5.77,24.52,-1.07,0.28,6.00,16.43,7.21,25.00,-1.27,0.28,6.00,12.08,5.77,23.08,-1.12,0.25,7.00,15.46,8.65,25.48,-1.27,0.24,7.00,11.11,8.17,18.75,-1.38,0.24,7.00,10.58,8.13,16.27,-1.43,0.24,7.00,9.48,5.66,15.57,-1.17,0.24,7.00,13.27,8.02,22.64,-1.24,0.24,8.00,12.80,5.66,20.28,-1.32,0.22,8.00,10.43,6.13,18.87,-1.15,0.23,8.00,13.74,8.02,20.75,-1.29,0.20,8.00,9.05,7.58,14.22,-1.29,0.20,8.00,9.05,8.06,15.64
KIRIBATI,KIR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.20,0.57,1.00,94.69,53.85,100.00,1.19,0.38,2.00,92.27,64.42,100.00,1.41,0.40,2.00,98.55,68.27,100.00,1.40,0.39,2.00,99.03,69.71,100.00,1.38,0.37,2.00,98.55,73.08,100.00,1.37,0.36,2.00,99.04,71.77,100.00,1.44,0.32,3.00,97.16,80.19,100.00,1.48,0.33,3.00,97.63,80.66,100.00,1.33,0.37,2.00,96.68,69.81,100.00,1.32,0.33,2.00,95.73,71.23,99.53,1.32,0.36,2.00,94.31,68.87,99.53,0.84,0.27,2.00,75.71,59.24,95.73,0.90,0.29,2.00,77.14,59.72,96.68
"KOREA, DEM. REP.",PRK,-0.51,0.43,3.00,29.47,12.50,52.88,-0.45,0.38,3.00,29.95,15.38,50.96,0.02,0.40,3.00,45.89,26.92,69.23,0.20,0.40,3.00,49.28,28.85,77.88,0.21,0.33,3.00,50.72,34.13,70.19,0.16,0.32,4.00,52.17,32.21,71.15,-0.04,0.32,4.00,44.44,28.85,62.98,-0.08,0.30,4.00,43.00,27.40,58.65,0.50,0.34,3.00,61.84,40.87,85.58,0.53,0.33,3.00,64.42,44.50,87.08,-0.03,0.28,4.00,43.13,28.30,61.32,-0.38,0.29,4.00,33.65,21.23,50.47,-0.32,0.29,4.00,36.97,20.75,52.83,-0.11,0.27,4.00,41.71,28.30,58.02,-0.54,0.25,5.00,27.96,18.40,41.51,-1.18,0.21,5.00,10.00,8.06,18.96,-1.22,0.22,5.00,10.00,8.06,18.96
"KOREA, REP.",KOR,0.52,0.36,4.00,62.80,44.23,86.54,0.42,0.33,4.00,59.90,39.42,79.33,0.30,0.30,5.00,57.97,37.02,74.52,0.17,0.28,6.00,47.83,36.06,65.38,0.21,0.28,6.00,50.24,36.54,68.27,0.40,0.28,7.00,60.87,43.27,75.96,0.45,0.27,7.00,60.87,46.15,76.92,0.37,0.24,8.00,57.97,44.23,70.19,0.53,0.24,8.00,62.80,47.60,78.85,0.39,0.24,8.00,57.69,44.50,71.77,0.38,0.24,8.00,58.29,44.34,72.64,0.28,0.24,8.00,54.98,42.45,69.81,0.39,0.24,9.00,60.66,47.64,70.28,0.24,0.22,9.00,54.98,41.04,65.09,0.25,0.22,9.00,56.87,42.45,66.04,0.09,0.19,9.00,50.48,36.97,59.24,0.10,0.20,9.00,52.38,37.44,59.72
KOSOVO,KSV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.04,0.68,1.00,85.10,40.67,100.00,0.47,0.69,1.00,62.09,23.58,100.00,-1.13,0.36,3.00,13.74,4.72,27.36,-1.10,0.34,3.00,15.17,5.66,29.25,-1.09,0.34,3.00,16.11,6.60,29.72,-1.01,0.32,3.00,17.54,8.02,29.25,-0.36,0.22,4.00,32.38,21.80,46.92,-0.33,0.23,4.00,35.24,22.27,51.18
KUWAIT,KWT,0.13,0.36,4.00,49.28,31.25,70.19,0.33,0.33,4.00,57.49,36.54,77.40,0.65,0.33,4.00,67.63,49.52,88.94,-0.26,0.31,4.00,37.68,24.52,54.33,0.24,0.30,4.00,52.66,36.54,69.71,0.31,0.29,5.00,57.00,38.94,74.04,0.20,0.28,6.00,54.11,37.50,66.83,0.36,0.25,7.00,56.52,43.75,70.19,0.56,0.24,7.00,65.22,48.56,80.29,0.46,0.24,7.00,59.62,46.41,77.03,0.34,0.24,7.00,54.50,42.45,70.75,0.44,0.24,7.00,60.66,48.11,75.94,0.29,0.24,7.00,56.87,41.98,68.87,0.18,0.23,7.00,52.13,39.62,63.68,0.14,0.23,7.00,51.66,38.21,64.62,0.13,0.20,7.00,51.90,36.97,61.14,-0.11,0.20,7.00,40.95,31.75,55.92
KYRGYZ REPUBLIC,KGZ,-0.32,0.48,2.00,35.27,14.90,62.02,-0.30,0.44,2.00,32.37,16.83,60.10,-0.34,0.46,2.00,33.82,15.38,62.50,-0.78,0.44,2.00,23.67,10.58,43.75,-1.15,0.36,2.00,16.91,5.77,28.37,-1.17,0.34,3.00,14.01,4.81,25.00,-1.13,0.32,4.00,16.43,5.77,27.40,-1.37,0.28,5.00,11.59,5.77,18.75,-1.01,0.28,5.00,17.39,9.62,27.40,-0.58,0.28,5.00,26.44,16.27,39.71,-0.64,0.28,5.00,24.64,15.09,39.15,-1.03,0.27,5.00,15.64,9.43,26.42,-1.08,0.26,6.00,16.11,6.13,27.36,-0.90,0.24,6.00,18.96,10.85,30.66,-0.91,0.24,6.00,18.96,9.43,28.77,-0.79,0.21,6.00,20.48,10.90,29.38,-0.87,0.21,6.00,18.57,9.95,27.96
LAO PDR,LAO,0.23,0.48,2.00,53.62,27.40,82.69,-0.30,0.44,2.00,31.88,16.83,60.10,-0.69,0.46,2.00,25.60,9.62,48.56,-0.21,0.44,2.00,39.61,18.75,63.46,-1.27,0.36,2.00,13.53,4.81,26.44,-0.58,0.34,3.00,26.09,15.38,44.71,-0.48,0.35,3.00,30.43,17.31,50.00,-0.08,0.29,4.00,42.51,27.40,58.65,-0.17,0.29,4.00,38.65,25.00,54.33,0.02,0.29,4.00,44.71,30.14,62.20,-0.17,0.27,5.00,39.34,25.94,53.30,-0.27,0.26,5.00,35.55,24.53,51.89,-0.06,0.26,5.00,45.02,30.66,59.43,0.03,0.25,5.00,47.39,36.32,60.38,0.06,0.24,6.00,49.29,36.79,62.26,0.45,0.21,6.00,60.00,50.71,73.46,0.48,0.21,6.00,60.48,52.61,72.51
LATVIA,LVA,0.44,0.40,3.00,58.94,39.90,85.10,-0.08,0.33,4.00,40.58,25.48,61.54,0.29,0.33,4.00,57.00,35.58,75.96,0.85,0.30,5.00,78.74,57.69,95.19,0.97,0.29,5.00,82.13,62.50,97.60,0.60,0.28,6.00,65.70,50.48,83.65,0.78,0.28,6.00,70.53,56.25,91.35,0.82,0.27,6.00,72.46,58.17,94.71,0.57,0.26,6.00,65.70,47.60,83.17,0.23,0.26,6.00,52.40,38.28,68.90,0.34,0.24,7.00,55.92,42.45,70.75,0.49,0.24,7.00,63.98,50.47,78.77,0.30,0.24,7.00,57.82,41.98,68.87,0.44,0.23,7.00,60.66,48.11,73.11,0.59,0.23,8.00,65.40,55.19,78.77,0.49,0.20,8.00,61.90,53.55,74.41,0.45,0.20,8.00,60.00,52.61,71.56
LEBANON,LBN,-0.76,0.36,4.00,21.26,10.10,41.35,-0.85,0.33,4.00,19.32,10.58,32.21,-0.53,0.33,4.00,28.99,16.35,45.67,-0.45,0.31,4.00,29.47,18.75,45.19,-0.50,0.30,4.00,28.99,20.19,40.38,-0.75,0.29,5.00,22.71,13.46,36.54,-1.01,0.29,5.00,17.39,7.21,29.33,-1.84,0.25,6.00,5.31,1.44,9.13,-2.13,0.25,6.00,3.38,0.96,8.17,-1.89,0.25,6.00,4.81,2.39,10.05,-1.58,0.25,6.00,8.06,3.77,14.15,-1.63,0.24,7.00,5.69,3.77,12.26,-1.56,0.24,8.00,5.69,3.30,14.15,-1.66,0.22,8.00,6.16,3.77,10.85,-1.69,0.23,8.00,6.64,4.25,9.43,-1.69,0.20,8.00,7.14,5.69,8.53,-1.72,0.20,8.00,7.14,6.16,8.53
LESOTHO,LSO,0.12,0.48,2.00,48.79,23.56,75.96,-0.22,0.44,2.00,36.71,17.31,62.50,-0.02,0.46,2.00,42.51,23.56,71.63,-0.18,0.44,2.00,40.58,18.75,63.94,0.07,0.36,2.00,45.89,28.85,67.31,0.39,0.38,2.00,60.39,37.02,80.77,0.02,0.40,2.00,46.86,27.40,66.83,-0.13,0.31,4.00,41.55,26.92,57.21,-0.39,0.31,4.00,31.40,18.75,47.12,-0.22,0.30,4.00,36.54,21.53,54.07,0.34,0.28,5.00,54.98,40.57,74.06,0.47,0.27,5.00,63.51,48.11,79.72,0.38,0.30,4.00,59.72,41.98,72.64,0.25,0.25,5.00,55.92,40.57,68.40,0.32,0.25,5.00,58.29,42.45,68.87,-0.28,0.21,5.00,36.19,24.64,49.76,-0.10,0.22,5.00,41.90,29.38,55.92
