,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
SIERRA LEONE,SLE,-1.81,0.43,3.00,5.31,1.92,14.90,-2.27,0.38,3.00,2.90,0.48,8.17,-1.97,0.40,3.00,4.35,0.00,12.50,-0.86,0.40,3.00,21.26,11.06,39.90,-1.12,0.33,3.00,18.36,5.77,28.37,-0.44,0.32,4.00,29.95,19.23,48.56,-0.43,0.32,4.00,34.30,20.67,50.00,-0.26,0.32,4.00,38.16,23.08,54.33,-0.02,0.30,4.00,42.51,27.40,61.54,-0.21,0.30,4.00,37.50,22.97,54.07,-0.30,0.27,5.00,34.60,22.17,50.00,-0.24,0.27,5.00,36.49,25.00,52.36,-0.17,0.26,5.00,40.28,28.30,55.19,-0.28,0.22,8.00,37.44,25.47,49.06,-0.17,0.23,8.00,40.76,28.30,55.19,-0.13,0.20,8.00,41.43,29.38,53.55,-0.10,0.20,8.00,43.33,32.23,55.92
SINGAPORE,SGP,1.06,0.36,4.00,85.02,61.06,100.00,0.83,0.33,4.00,74.88,56.25,98.56,1.04,0.30,5.00,81.16,65.38,99.04,1.18,0.28,6.00,88.41,69.23,99.52,0.86,0.28,6.00,76.33,57.69,96.63,1.11,0.28,7.00,86.47,69.23,99.52,1.12,0.27,7.00,86.96,66.83,99.52,1.21,0.24,8.00,93.72,71.15,100.00,1.15,0.24,8.00,89.86,72.12,100.00,1.31,0.24,8.00,96.15,77.99,100.00,1.14,0.24,8.00,89.57,72.17,99.53,1.14,0.24,8.00,89.57,71.23,97.64,1.18,0.24,9.00,91.00,70.28,99.06,1.34,0.22,9.00,96.68,79.72,99.53,1.34,0.22,9.00,96.68,81.13,99.53,1.16,0.19,9.00,91.90,75.83,99.05,1.24,0.20,9.00,93.33,77.25,99.53
SLOVAK REPUBLIC,SVK,0.80,0.36,4.00,72.46,53.37,99.52,1.08,0.33,4.00,86.47,62.50,100.00,0.57,0.33,4.00,65.70,45.67,87.02,0.85,0.28,6.00,78.26,58.17,95.19,0.91,0.28,6.00,80.19,59.62,97.12,0.54,0.28,7.00,63.77,48.56,80.29,0.85,0.27,7.00,72.95,58.65,93.27,0.76,0.26,7.00,70.05,55.29,91.83,1.01,0.26,7.00,83.57,66.83,98.56,1.06,0.26,7.00,86.54,68.42,99.52,0.88,0.24,8.00,78.67,63.21,91.98,1.02,0.24,8.00,85.31,67.92,94.81,0.96,0.24,8.00,78.20,64.15,96.70,1.07,0.23,8.00,87.68,68.87,98.58,1.10,0.23,8.00,88.63,67.92,98.58,1.01,0.20,8.00,84.76,68.72,97.16,0.96,0.20,8.00,80.00,66.35,94.79
SLOVENIA,SVN,1.20,0.40,3.00,91.79,63.46,100.00,1.12,0.33,4.00,88.89,63.94,100.00,0.79,0.30,5.00,73.91,56.73,94.23,1.20,0.28,6.00,92.75,71.63,100.00,1.15,0.28,6.00,88.89,69.23,99.52,1.03,0.28,7.00,82.61,64.42,99.04,1.05,0.27,7.00,83.57,65.87,99.52,1.05,0.26,7.00,84.06,65.38,99.52,1.07,0.26,7.00,85.99,69.71,100.00,1.12,0.26,7.00,89.42,69.38,100.00,0.90,0.24,8.00,79.15,63.68,93.87,0.83,0.24,8.00,75.83,60.85,90.57,0.94,0.25,7.00,76.78,64.15,96.70,0.92,0.22,9.00,75.83,63.68,92.92,0.87,0.22,9.00,73.93,64.62,91.98,0.95,0.19,9.00,79.05,67.30,95.73,0.92,0.20,9.00,77.62,64.93,93.36
SOLOMON ISLANDS,SLB,0.94,0.64,1.00,79.71,43.27,100.00,1.02,0.58,1.00,84.06,47.60,100.00,-0.82,0.62,1.00,21.26,5.29,53.85,-0.54,0.68,1.00,28.02,8.17,63.94,0.38,0.57,1.00,57.49,28.37,96.15,0.05,0.38,2.00,47.34,25.96,70.67,0.02,0.40,2.00,46.38,27.40,66.83,0.11,0.39,2.00,49.28,29.81,68.27,0.29,0.37,2.00,54.11,33.65,77.88,0.24,0.36,2.00,52.88,31.58,75.60,0.24,0.32,3.00,53.08,35.85,72.64,0.41,0.33,3.00,58.29,41.98,81.13,0.36,0.37,2.00,59.24,39.15,79.25,0.26,0.33,2.00,56.40,37.26,71.70,0.38,0.36,2.00,60.19,38.21,79.25,0.52,0.27,2.00,63.33,50.24,80.57,0.74,0.29,2.00,70.95,55.92,92.42
SOMALIA,SOM,-2.65,0.43,3.00,0.48,0.00,4.33,-2.30,0.38,3.00,1.93,0.48,7.69,-2.08,0.40,3.00,2.42,0.00,10.10,-2.53,0.40,3.00,0.00,0.00,4.33,-2.66,0.33,3.00,0.00,0.00,3.37,-2.93,0.35,3.00,0.48,0.00,1.92,-2.74,0.32,4.00,0.00,0.00,1.44,-2.78,0.32,4.00,0.48,0.00,1.44,-3.24,0.30,4.00,0.00,0.00,0.96,-3.30,0.30,4.00,0.00,0.00,0.48,-3.32,0.28,4.00,0.00,0.00,0.47,-3.10,0.27,5.00,0.00,0.00,0.94,-3.06,0.26,5.00,0.00,0.00,0.94,-2.85,0.24,6.00,0.00,0.00,1.42,-2.74,0.24,6.00,0.00,0.00,1.89,-2.54,0.21,6.00,1.90,0.00,4.74,-2.47,0.21,6.00,1.90,0.47,5.21
SOUTH AFRICA,ZAF,-0.43,0.36,4.00,31.88,18.27,50.96,-0.58,0.33,4.00,27.05,14.42,43.75,-0.26,0.30,5.00,35.75,24.52,55.29,-0.32,0.28,6.00,35.75,23.56,47.60,-0.33,0.28,6.00,34.30,24.52,48.08,-0.12,0.28,7.00,39.61,26.44,57.21,-0.15,0.27,7.00,41.06,27.88,55.77,0.05,0.24,8.00,46.86,33.17,60.10,0.20,0.24,8.00,50.72,37.98,66.83,0.04,0.24,8.00,45.67,32.06,58.85,-0.11,0.24,8.00,41.23,28.30,53.30,-0.02,0.24,8.00,46.45,32.08,57.08,0.03,0.24,9.00,48.34,35.85,61.32,-0.02,0.22,9.00,43.13,34.91,58.49,-0.04,0.22,9.00,45.02,32.55,58.02,-0.13,0.19,9.00,40.00,29.38,53.55,-0.18,0.20,9.00,38.57,29.38,53.08
SOUTH SUDAN,SSD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.43,0.41,2.00,7.11,2.83,23.11,-1.20,0.39,3.00,12.80,5.66,28.30,-1.80,0.37,3.00,5.21,1.89,12.26,-2.63,0.24,4.00,1.43,0.00,4.74,-2.36,0.25,4.00,2.38,0.47,6.16
SPAIN,ESP,0.16,0.36,4.00,50.24,31.25,70.67,0.09,0.33,4.00,48.79,29.33,64.90,0.42,0.30,5.00,62.32,40.38,78.37,0.39,0.28,6.00,58.94,43.27,78.37,-0.04,0.28,6.00,39.61,28.85,58.17,-0.04,0.28,7.00,43.48,28.85,61.06,0.18,0.27,7.00,53.14,37.50,66.83,-0.19,0.24,8.00,40.58,27.40,52.88,-0.31,0.24,8.00,34.78,24.04,46.15,-0.40,0.24,8.00,30.29,20.10,44.50,-0.47,0.24,8.00,30.33,20.28,41.98,-0.29,0.24,8.00,35.07,25.00,50.47,0.04,0.24,9.00,48.82,35.85,61.32,-0.01,0.22,9.00,43.60,36.32,59.43,0.03,0.22,9.00,47.39,36.79,60.85,0.26,0.19,9.00,56.67,44.08,64.93,0.29,0.20,9.00,57.14,45.97,65.88
SRI LANKA,LKA,-1.80,0.36,4.00,5.80,2.40,12.98,-1.52,0.33,4.00,9.66,4.33,16.83,-1.93,0.33,4.00,4.83,0.96,11.54,-0.85,0.30,5.00,21.74,13.94,33.17,-0.88,0.29,5.00,21.74,10.58,32.69,-1.06,0.28,6.00,16.91,7.21,25.96,-1.19,0.28,6.00,14.49,6.25,25.00,-1.42,0.25,7.00,9.18,6.25,17.79,-1.73,0.24,7.00,7.73,3.37,10.10,-1.80,0.24,7.00,7.69,2.39,10.05,-1.35,0.24,7.00,10.43,5.66,18.40,-0.92,0.24,7.00,18.01,10.85,27.36,-0.70,0.24,7.00,24.64,15.57,37.26,-0.70,0.22,8.00,23.22,16.51,36.79,-0.59,0.23,8.00,26.07,18.40,38.21,-0.33,0.20,8.00,33.81,23.70,46.45,-0.03,0.20,8.00,46.67,34.60,57.35
ST. KITTS AND NEVIS,KNA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.20,0.57,1.00,94.69,53.85,100.00,1.41,0.34,3.00,97.58,75.96,100.00,1.32,0.35,3.00,95.17,68.27,100.00,1.26,0.34,3.00,94.20,66.83,100.00,0.83,0.32,3.00,76.81,54.81,96.63,0.95,0.32,3.00,79.81,58.85,99.52,1.13,0.32,3.00,88.63,68.87,100.00,1.06,0.33,3.00,86.73,64.62,99.53,0.98,0.31,3.00,80.57,62.26,98.58,0.99,0.29,3.00,81.04,63.21,99.06,0.98,0.30,3.00,81.04,63.21,98.58,0.62,0.24,3.00,67.14,54.98,85.78,0.67,0.26,3.00,67.62,55.92,88.63
ST. LUCIA,LCA,0.94,0.64,1.00,79.71,43.27,100.00,0.26,0.58,1.00,55.07,24.04,93.75,1.12,0.62,1.00,86.96,49.52,100.00,0.25,0.68,1.00,53.62,20.19,95.67,1.20,0.57,1.00,94.69,53.85,100.00,1.27,0.34,3.00,93.24,72.60,100.00,1.03,0.35,3.00,82.13,62.02,100.00,0.90,0.34,3.00,76.33,55.29,99.52,0.63,0.32,3.00,69.08,46.63,92.79,0.67,0.32,3.00,69.23,49.76,93.30,0.75,0.32,3.00,71.56,51.42,92.45,0.82,0.33,3.00,74.88,54.72,94.34,0.87,0.31,3.00,72.51,58.96,97.64,0.91,0.29,3.00,75.36,60.38,97.64,0.87,0.30,3.00,73.46,59.43,97.17,0.82,0.24,3.00,75.24,59.24,92.89,0.86,0.26,3.00,74.76,59.72,94.79
ST. VINCENT AND THE GRENADINES,VCT,0.94,0.64,1.00,79.71,43.27,100.00,1.02,0.58,1.00,84.06,47.60,100.00,1.12,0.62,1.00,86.96,49.52,100.00,0.25,0.68,1.00,53.62,20.19,95.67,0.79,0.57,1.00,71.50,38.46,100.00,1.09,0.34,3.00,85.51,62.98,100.00,1.18,0.35,3.00,89.37,65.87,100.00,1.10,0.34,3.00,87.92,63.46,100.00,0.81,0.32,3.00,74.88,53.85,96.15,0.83,0.32,3.00,75.00,54.55,96.65,0.79,0.32,3.00,73.46,53.30,94.34,0.82,0.33,3.00,74.88,54.72,94.34,0.87,0.31,3.00,72.51,58.96,97.64,0.94,0.29,3.00,78.67,61.32,98.58,0.87,0.30,3.00,73.46,59.43,97.17,0.82,0.24,3.00,75.24,59.24,92.89,0.86,0.26,3.00,74.76,59.72,94.79
SUDAN,SDN,-2.51,0.36,4.00,1.93,0.00,4.33,-2.29,0.33,4.00,2.42,0.48,7.69,-2.28,0.33,4.00,0.97,0.00,6.73,-1.88,0.31,4.00,3.86,0.48,12.98,-2.01,0.30,4.00,3.86,0.48,9.13,-1.58,0.32,4.00,5.80,3.85,17.31,-1.97,0.29,5.00,3.38,0.96,7.21,-2.11,0.28,5.00,1.93,0.96,8.17,-2.34,0.27,5.00,2.42,0.96,5.29,-2.47,0.27,5.00,1.92,0.48,3.35,-2.65,0.25,6.00,0.95,0.47,2.36,-2.65,0.25,6.00,0.95,0.47,2.83,-2.52,0.25,6.00,0.95,0.47,2.83,-2.27,0.24,6.00,2.37,1.42,5.19,-2.20,0.24,6.00,2.84,1.42,4.72,-2.38,0.21,6.00,3.81,0.47,5.69,-2.17,0.21,6.00,4.29,1.42,6.64
SURINAME,SUR,0.33,0.43,3.00,55.56,34.62,83.17,0.48,0.38,3.00,61.84,38.94,87.50,0.11,0.40,3.00,50.24,28.85,72.12,0.40,0.40,3.00,59.90,38.94,84.62,0.46,0.33,3.00,60.39,39.42,83.17,0.30,0.35,3.00,56.04,36.06,76.44,0.20,0.36,3.00,54.59,35.58,71.63,-0.01,0.31,5.00,45.41,29.81,61.54,-0.03,0.29,5.00,42.03,27.88,60.58,0.10,0.29,5.00,48.56,31.10,66.51,0.14,0.26,6.00,49.29,35.85,65.57,0.09,0.26,6.00,50.24,33.96,64.62,0.13,0.25,6.00,50.71,38.68,64.15,0.09,0.24,6.00,49.29,37.26,62.26,0.14,0.24,6.00,52.13,38.21,64.62,0.27,0.21,6.00,57.14,43.13,65.88,0.21,0.22,5.00,55.24,40.28,62.56
SWAZILAND,SWZ,-0.30,0.48,2.00,36.23,16.83,62.50,-0.11,0.44,2.00,40.10,19.71,64.90,-0.07,0.46,2.00,40.58,20.67,69.23,0.00,0.44,2.00,44.44,24.52,70.19,0.04,0.36,2.00,43.48,28.37,65.38,0.02,0.38,2.00,46.38,25.00,68.27,-0.37,0.40,2.00,35.75,17.31,55.77,-0.29,0.32,3.00,34.30,23.08,53.37,0.04,0.32,3.00,43.96,28.85,65.38,-0.08,0.32,3.00,40.87,25.84,58.85,0.01,0.29,4.00,44.55,30.19,63.21,-0.05,0.27,5.00,43.60,28.77,57.55,-0.49,0.27,5.00,30.33,19.81,45.28,-0.42,0.25,5.00,33.65,20.28,43.40,-0.44,0.25,5.00,31.75,19.81,45.75,-0.48,0.21,5.00,29.05,18.96,40.28,-0.46,0.22,5.00,29.52,21.33,44.08
SWEDEN,SWE,1.37,0.36,4.00,99.52,71.63,100.00,1.32,0.33,4.00,96.62,71.63,100.00,1.32,0.30,5.00,94.69,75.00,100.00,1.39,0.28,6.00,96.14,79.81,100.00,1.32,0.28,6.00,96.62,75.96,100.00,1.33,0.28,7.00,96.14,76.44,100.00,1.29,0.27,7.00,93.72,74.52,100.00,1.26,0.24,8.00,94.69,74.52,100.00,1.24,0.24,8.00,94.69,77.88,100.00,1.10,0.24,8.00,88.46,69.86,99.52,1.06,0.24,8.00,86.73,69.81,97.17,1.09,0.24,8.00,87.20,70.28,96.70,1.22,0.24,9.00,91.94,70.75,99.53,1.16,0.22,9.00,90.05,71.70,99.06,1.13,0.22,9.00,90.52,68.87,99.06,1.06,0.19,9.00,87.14,70.62,97.63,0.97,0.20,9.00,81.43,66.35,94.79
SWITZERLAND,CHE,1.37,0.36,4.00,99.52,71.63,100.00,1.36,0.33,4.00,98.55,73.08,100.00,1.49,0.30,5.00,97.10,79.33,100.00,1.46,0.28,6.00,97.58,81.73,100.00,1.22,0.28,6.00,95.17,70.19,100.00,1.21,0.28,7.00,92.75,73.56,100.00,1.18,0.27,7.00,88.89,67.79,100.00,1.27,0.26,7.00,95.17,73.08,100.00,1.24,0.26,7.00,94.20,75.48,100.00,1.22,0.26,7.00,94.71,73.21,100.00,1.28,0.24,8.00,92.89,78.77,100.00,1.22,0.24,8.00,91.94,76.42,99.53,1.28,0.24,8.00,93.84,72.64,99.53,1.40,0.23,8.00,98.10,83.02,99.53,1.37,0.23,8.00,97.63,82.08,99.53,1.38,0.20,8.00,98.10,87.20,99.53,1.31,0.20,8.00,95.24,82.46,99.53
SYRIAN ARAB REPUBLIC,SYR,-0.41,0.36,4.00,33.33,18.27,52.88,-0.12,0.33,4.00,39.61,25.00,60.10,-0.25,0.33,4.00,36.23,22.60,58.17,0.21,0.31,4.00,50.24,36.06,69.71,0.04,0.30,4.00,44.44,30.29,62.98,-0.31,0.29,5.00,35.27,21.63,52.88,-0.48,0.29,5.00,29.95,20.19,46.15,-0.28,0.25,6.00,36.71,25.48,51.44,-0.30,0.24,7.00,35.27,24.04,46.63,-0.30,0.24,7.00,33.17,22.49,48.33,-0.49,0.24,7.00,28.44,19.34,41.51,-0.81,0.24,7.00,21.80,12.74,32.08,-2.01,0.24,7.00,2.84,2.36,5.66,-2.69,0.24,6.00,0.47,0.00,2.36,-2.68,0.24,6.00,0.47,0.00,2.36,-2.76,0.21,6.00,0.00,0.00,3.32,-2.94,0.21,6.00,0.00,0.00,0.95
"TAIWAN, CHINA",TWN,0.99,0.36,4.00,82.61,57.69,100.00,0.89,0.33,4.00,77.78,58.17,99.52,0.47,0.30,5.00,64.73,42.31,78.85,0.60,0.28,6.00,65.22,47.60,84.62,0.59,0.28,6.00,65.22,48.08,85.58,0.56,0.28,7.00,64.25,50.00,81.73,0.62,0.27,7.00,66.67,51.92,84.13,0.62,0.24,8.00,65.22,53.37,82.69,0.52,0.24,8.00,62.32,47.60,78.85,0.80,0.24,8.00,73.08,58.37,92.82,0.53,0.25,7.00,64.93,49.06,83.49,0.83,0.24,8.00,76.30,61.32,91.51,0.94,0.24,8.00,76.30,64.15,95.28,0.89,0.23,8.00,73.93,63.21,92.92,0.87,0.23,8.00,72.51,64.15,91.98,0.75,0.20,8.00,70.95,59.24,87.20,0.84,0.20,8.00,72.86,61.14,90.05
TAJIKISTAN,TJK,-2.24,0.48,2.00,2.90,0.00,8.65,-1.98,0.44,2.00,4.35,0.48,12.50,-1.79,0.46,2.00,5.80,0.96,17.31,-1.12,0.44,2.00,16.91,4.33,31.25,-1.15,0.36,2.00,16.91,5.77,28.37,-1.29,0.34,3.00,12.08,4.81,23.08,-1.37,0.32,4.00,10.14,4.33,22.60,-1.37,0.28,5.00,11.11,5.77,18.75,-0.75,0.28,5.00,22.71,12.98,35.58,-0.81,0.28,5.00,19.23,12.92,31.58,-1.00,0.28,5.00,16.11,9.43,27.36,-0.97,0.27,5.00,17.54,9.91,27.36,-1.00,0.27,5.00,17.06,7.08,29.25,-1.17,0.25,5.00,13.74,6.60,22.17,-1.13,0.26,4.00,14.22,8.02,23.58,-0.69,0.21,5.00,22.38,12.80,33.65,-0.87,0.22,5.00,19.52,9.95,28.91
TANZANIA,TZA,-0.71,0.36,4.00,22.71,10.58,43.27,-0.48,0.33,4.00,28.99,16.83,47.60,-0.80,0.33,4.00,22.71,11.54,36.54,-0.35,0.31,4.00,34.30,20.67,47.60,-0.88,0.29,5.00,21.26,10.58,32.69,-0.65,0.28,6.00,24.64,15.38,38.94,-0.57,0.28,6.00,28.50,17.31,42.31,-0.33,0.27,6.00,33.33,23.08,49.52,-0.35,0.26,6.00,32.85,20.67,46.15,-0.21,0.26,6.00,37.98,25.36,52.15,0.07,0.24,7.00,47.87,33.49,61.79,-0.02,0.24,7.00,45.97,32.08,57.08,-0.05,0.24,7.00,45.97,32.08,58.49,0.02,0.22,8.00,46.45,36.79,59.91,-0.17,0.23,8.00,41.23,28.30,55.19,-0.57,0.20,8.00,25.71,17.54,36.97,-0.45,0.20,8.00,30.48,21.33,40.28
THAILAND,THA,0.40,0.36,4.00,57.97,40.38,82.69,0.53,0.33,4.00,63.29,44.23,86.54,0.38,0.30,5.00,59.90,39.42,77.88,0.44,0.28,6.00,60.39,44.23,79.81,-0.15,0.28,6.00,38.16,26.92,56.25,-0.69,0.28,7.00,23.19,14.90,37.02,-0.85,0.27,7.00,22.22,11.54,35.10,-1.14,0.24,8.00,14.49,8.65,24.04,-1.15,0.24,8.00,13.53,9.13,21.63,-1.28,0.24,8.00,12.02,9.09,18.18,-1.42,0.24,8.00,9.95,5.66,16.04,-1.43,0.24,8.00,9.48,4.72,15.57,-1.12,0.24,9.00,14.22,6.13,23.58,-1.21,0.22,9.00,12.32,6.60,20.28,-1.31,0.22,9.00,9.48,7.08,18.40,-0.91,0.19,9.00,16.67,9.48,25.59,-0.96,0.20,9.00,15.71,9.48,24.17
TIMOR-LESTE,TMP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.34,0.62,1.00,58.94,26.44,95.67,-0.64,0.44,2.00,25.60,12.98,47.12,-0.32,0.36,2.00,35.27,21.15,53.85,-0.20,0.34,3.00,38.16,23.08,59.13,-0.70,0.32,4.00,25.12,13.46,40.87,-1.14,0.33,4.00,14.98,8.17,27.40,-1.11,0.31,4.00,14.98,8.65,26.44,-0.82,0.30,4.00,18.75,11.48,33.01,-0.58,0.28,5.00,27.01,15.57,40.57,-0.49,0.27,5.00,28.91,17.92,43.87,-0.47,0.27,5.00,31.28,19.81,46.23,-0.27,0.25,5.00,37.91,24.53,51.42,-0.39,0.25,5.00,33.65,20.28,46.70,-0.20,0.21,5.00,37.14,27.49,52.61,-0.22,0.23,4.00,37.14,25.12,53.08
TOGO,TGO,-0.49,0.43,3.00,29.95,12.98,53.37,-0.72,0.38,3.00,23.67,10.58,40.38,-0.40,0.40,3.00,31.88,16.83,55.77,-0.05,0.40,3.00,43.48,25.00,65.38,-0.24,0.33,3.00,36.71,25.00,56.25,-0.33,0.32,4.00,34.30,20.19,52.88,-1.46,0.32,4.00,7.73,3.37,20.67,-0.55,0.28,5.00,28.02,17.79,41.83,-0.36,0.27,5.00,32.37,20.19,46.15,-0.18,0.27,5.00,38.46,25.84,53.59,-0.19,0.25,6.00,38.86,25.94,51.42,-0.20,0.25,6.00,38.39,26.42,52.36,-0.18,0.25,6.00,39.81,28.30,55.19,-0.41,0.24,6.00,34.12,21.70,43.40,-0.38,0.24,6.00,35.07,21.23,46.70,-0.18,0.21,6.00,38.10,28.91,52.61,-0.17,0.21,6.00,39.52,27.96,53.55
TONGA,TON,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.65,0.57,1.00,66.67,36.06,99.52,0.84,0.34,3.00,75.36,55.29,96.63,0.71,0.35,3.00,67.63,51.92,92.31,0.51,0.34,3.00,61.84,43.75,84.13,0.33,0.32,3.00,56.04,37.98,77.88,0.32,0.32,3.00,54.81,37.32,75.60,0.24,0.32,3.00,53.08,35.85,72.64,0.73,0.33,3.00,71.09,52.36,92.92,0.97,0.31,3.00,79.15,61.32,98.11,0.93,0.29,3.00,77.73,61.32,98.58,0.97,0.30,3.00,79.62,63.21,98.58,0.88,0.24,3.00,76.67,61.61,95.73,0.93,0.26,3.00,79.05,61.14,96.68
TRINIDAD AND TOBAGO,TTO,0.19,0.36,4.00,52.66,32.69,71.63,0.33,0.33,4.00,57.00,36.54,77.40,0.03,0.33,4.00,46.38,29.33,65.87,-0.19,0.30,5.00,40.10,25.00,56.73,-0.29,0.29,5.00,35.75,25.00,49.52,-0.08,0.28,6.00,42.51,27.88,60.58,-0.14,0.28,6.00,41.55,27.88,56.25,-0.24,0.27,6.00,39.13,25.96,52.88,-0.18,0.26,6.00,38.16,25.48,52.88,-0.10,0.26,6.00,39.90,28.23,55.98,-0.14,0.26,6.00,40.28,27.36,53.30,-0.04,0.26,6.00,44.55,29.72,57.08,0.15,0.25,6.00,52.13,39.15,64.15,0.12,0.24,6.00,51.18,38.21,62.74,0.10,0.24,6.00,50.71,36.79,64.15,0.24,0.21,6.00,55.71,43.13,64.93,0.27,0.21,6.00,56.19,44.55,65.88
TUNISIA,TUN,0.16,0.36,4.00,49.76,31.25,70.67,0.20,0.33,4.00,52.66,31.73,71.15,0.27,0.33,4.00,56.52,35.58,75.48,0.07,0.30,5.00,45.41,29.81,63.94,0.30,0.29,5.00,56.04,37.98,70.67,0.14,0.28,6.00,50.24,33.65,65.38,0.04,0.28,6.00,47.34,35.10,63.46,0.24,0.25,7.00,53.62,40.87,66.35,0.19,0.24,7.00,50.24,37.02,66.83,0.12,0.24,7.00,49.04,34.93,63.16,0.06,0.24,7.00,47.39,33.02,61.32,-0.04,0.24,7.00,44.08,31.60,57.08,-0.37,0.24,7.00,34.60,21.23,48.11,-0.74,0.23,7.00,22.27,16.04,36.79,-0.93,0.23,8.00,18.48,10.38,26.42,-0.85,0.20,8.00,18.10,9.95,28.91,-0.87,0.20,8.00,19.05,10.43,27.96
TURKEY,TUR,-1.27,0.36,4.00,10.63,4.33,23.56,-1.30,0.33,4.00,11.11,5.77,22.60,-0.85,0.30,5.00,20.29,11.54,33.65,-0.87,0.28,6.00,20.29,13.94,30.29,-0.81,0.28,6.00,24.15,13.94,34.13,-0.84,0.28,7.00,20.29,11.54,32.21,-0.60,0.27,7.00,27.54,17.31,40.87,-0.60,0.24,8.00,27.05,17.79,40.38,-0.82,0.24,8.00,19.81,12.98,30.77,-0.84,0.24,8.00,18.27,13.40,30.14,-1.03,0.24,8.00,15.64,9.91,25.00,-0.92,0.24,8.00,18.48,10.85,27.36,-0.95,0.24,9.00,18.96,10.85,29.25,-1.19,0.22,9.00,13.27,6.60,20.28,-1.20,0.22,9.00,11.85,8.02,20.28,-1.07,0.19,9.00,11.90,8.53,20.85,-1.28,0.20,9.00,9.52,8.06,16.11
TURKMENISTAN,TKM,0.36,0.48,2.00,56.52,31.25,86.54,0.11,0.44,2.00,49.76,25.96,75.48,-0.06,0.46,2.00,41.06,21.15,69.23,-0.03,0.44,2.00,43.96,24.52,67.79,0.03,0.36,2.00,42.03,28.37,65.38,-0.11,0.34,3.00,40.58,24.52,61.54,0.06,0.31,4.00,47.83,32.69,64.90,-0.24,0.29,4.00,38.65,25.48,53.37,0.21,0.29,4.00,52.17,36.06,70.19,0.50,0.29,4.00,62.50,44.98,80.86,0.46,0.29,4.00,61.61,43.87,83.02,0.25,0.28,4.00,54.03,37.74,70.75,0.18,0.27,4.00,54.03,39.15,67.92,0.34,0.25,5.00,59.24,42.45,69.81,0.17,0.25,5.00,53.55,38.21,65.09,0.03,0.22,5.00,47.14,34.12,59.24,-0.11,0.22,5.00,41.43,29.38,55.92
