,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
LIBERIA,LBR,-1.87,0.29,2.00,1.95,0.00,5.83,-1.98,0.24,4.00,1.46,0.00,3.88,-1.84,0.25,4.00,2.44,0.97,5.34,-1.61,0.24,4.00,3.41,0.49,8.74,-1.51,0.26,4.00,4.39,0.97,12.14,-1.59,0.24,5.00,2.93,0.49,8.25,-1.46,0.23,5.00,4.88,0.49,13.11,-1.32,0.25,5.00,7.32,1.46,19.42,-1.25,0.27,5.00,7.77,1.93,22.22,-1.31,0.23,8.00,6.80,1.93,16.91,-1.24,0.20,9.00,7.66,2.86,20.48,-1.27,0.20,9.00,7.66,3.33,18.10,-1.24,0.20,9.00,8.53,4.25,17.92,-1.15,0.19,11.00,12.80,5.19,22.17,-1.36,0.17,12.00,8.06,1.42,14.15,-1.34,0.19,11.00,8.17,2.87,15.79,-1.37,0.17,12.00,7.69,2.39,12.92
LIBYA,LBY,-0.86,0.25,3.00,19.02,6.80,34.95,-0.93,0.22,3.00,15.61,7.28,31.55,-1.10,0.24,3.00,10.24,3.40,26.70,-0.99,0.20,4.00,12.68,6.80,29.61,-0.88,0.21,4.00,18.05,9.22,34.47,-0.86,0.23,4.00,18.54,7.77,36.41,-1.06,0.21,4.00,13.66,5.34,27.67,-1.11,0.25,4.00,12.20,3.88,27.18,-1.20,0.23,5.00,10.68,3.38,21.26,-1.16,0.21,6.00,11.17,4.35,20.77,-1.08,0.20,7.00,12.92,5.71,26.19,-1.10,0.21,8.00,13.40,5.24,24.76,-1.36,0.22,7.00,7.11,1.89,15.57,-1.48,0.20,8.00,3.79,0.94,12.74,-1.49,0.18,9.00,5.21,0.94,11.79,-1.71,0.20,9.00,1.92,0.96,7.66,-1.70,0.20,8.00,1.92,0.96,8.13
LIECHTENSTEIN,LIE,1.70,0.31,1.00,91.22,86.41,100.00,1.70,0.34,1.00,91.71,84.95,100.00,1.68,0.37,1.00,90.73,83.50,100.00,1.65,0.32,1.00,90.73,84.95,100.00,1.56,0.38,1.00,90.24,79.61,99.51,1.60,0.42,1.00,91.22,78.64,99.51,1.52,0.32,1.00,90.24,81.55,99.03,1.78,0.41,1.00,94.63,83.01,100.00,1.76,0.47,1.00,95.15,81.64,100.00,1.80,0.45,1.00,96.12,81.64,100.00,1.78,0.32,2.00,96.65,85.71,100.00,1.76,0.33,2.00,95.22,84.76,100.00,1.75,0.32,2.00,95.73,84.91,100.00,1.78,0.31,2.00,95.73,87.26,100.00,1.75,0.29,2.00,95.26,86.79,100.00,1.68,0.35,2.00,94.23,82.78,100.00,1.67,0.33,2.00,92.79,84.21,99.52
LITHUANIA,LTU,0.32,0.27,2.00,63.90,52.91,76.21,0.26,0.21,4.00,62.44,54.37,74.76,0.06,0.20,6.00,60.00,45.15,66.99,0.53,0.18,7.00,69.76,62.14,76.21,0.76,0.18,7.00,76.10,67.96,82.04,0.75,0.18,7.00,75.61,68.45,81.55,0.79,0.18,7.00,74.63,68.93,83.01,0.75,0.20,8.00,76.59,67.96,82.04,0.71,0.19,10.00,74.76,66.18,82.13,0.62,0.20,10.00,72.82,65.22,79.23,0.70,0.21,9.00,73.21,64.76,81.90,0.76,0.21,9.00,75.12,66.19,81.90,0.72,0.21,9.00,72.99,65.57,82.08,0.84,0.21,9.00,74.41,68.40,83.96,0.84,0.20,9.00,74.41,69.34,83.02,0.99,0.22,9.00,78.85,72.73,87.56,1.20,0.22,9.00,85.58,74.64,92.34
LUXEMBOURG,LUX,2.05,0.26,4.00,99.51,90.29,100.00,2.02,0.25,4.00,97.56,90.29,100.00,1.97,0.24,4.00,96.59,89.32,100.00,2.03,0.26,3.00,98.54,89.32,100.00,1.93,0.24,4.00,95.61,89.81,100.00,1.93,0.25,4.00,94.63,89.81,99.51,1.78,0.22,4.00,95.61,88.83,99.03,1.59,0.20,5.00,91.22,85.92,97.57,1.59,0.22,5.00,91.26,84.06,97.10,1.61,0.23,5.00,92.72,85.02,98.07,1.75,0.22,6.00,95.69,87.62,98.57,1.71,0.23,6.00,94.26,87.14,99.05,1.74,0.23,6.00,95.26,87.26,99.06,1.67,0.23,6.00,94.79,87.26,99.06,1.63,0.22,6.00,94.31,86.79,99.06,1.66,0.24,6.00,93.27,87.08,99.04,1.72,0.24,6.00,93.27,87.08,99.52
"MACAO SAR, CHINA",MAC,0.38,0.31,1.00,66.34,52.91,79.61,0.38,0.34,1.00,68.29,49.03,81.55,0.61,0.37,1.00,74.15,56.31,87.38,0.83,0.32,1.00,78.54,64.08,87.86,1.30,0.38,1.00,89.27,73.30,95.63,1.09,0.42,1.00,83.90,68.45,91.26,1.25,0.32,1.00,87.80,73.79,95.63,0.99,0.41,1.00,81.46,65.05,92.72,0.98,0.47,1.00,81.55,61.35,94.20,1.01,0.45,1.00,80.58,63.77,94.20,1.32,0.32,2.00,87.08,75.71,97.62,1.32,0.33,2.00,87.08,75.24,97.62,1.31,0.32,2.00,86.73,75.47,96.70,1.08,0.31,2.00,81.99,69.81,92.92,1.05,0.29,2.00,81.04,69.34,91.51,1.45,0.35,2.00,89.42,75.60,99.04,1.43,0.33,2.00,88.46,76.56,99.04
"MACEDONIA, FYR",MKD,-0.62,0.27,2.00,29.27,13.59,49.51,-0.62,0.23,3.00,28.78,14.08,46.60,-0.78,0.23,4.00,22.44,10.19,40.78,-0.50,0.20,5.00,34.63,22.33,50.97,-0.33,0.19,6.00,43.90,29.61,57.28,-0.13,0.19,7.00,53.66,40.29,64.08,-0.28,0.19,7.00,45.85,33.98,56.31,-0.10,0.20,8.00,53.17,39.32,62.62,-0.20,0.22,8.00,49.03,31.88,58.94,-0.02,0.22,8.00,54.85,42.51,66.18,-0.04,0.22,8.00,52.63,42.86,64.29,-0.09,0.22,8.00,50.24,39.52,63.81,-0.11,0.23,6.00,50.71,39.15,63.21,-0.06,0.23,6.00,52.13,40.09,62.74,-0.05,0.22,7.00,53.08,40.57,62.74,0.15,0.24,7.00,60.58,44.50,72.25,0.13,0.24,7.00,58.65,44.50,72.25
MADAGASCAR,MDG,-0.58,0.29,2.00,31.22,14.08,53.40,-0.83,0.24,4.00,19.51,8.25,38.83,-0.64,0.25,4.00,28.78,12.14,46.12,-0.47,0.22,5.00,36.10,21.84,53.40,-0.45,0.21,6.00,38.54,21.84,53.88,-0.48,0.19,7.00,37.56,20.87,50.97,-0.37,0.18,8.00,41.95,30.10,55.83,-0.53,0.17,11.00,35.12,22.82,45.63,-0.45,0.19,11.00,40.29,24.15,51.21,-0.64,0.19,11.00,30.10,16.91,44.93,-0.78,0.18,11.00,23.92,12.38,39.05,-0.95,0.18,11.00,17.70,8.57,30.48,-1.02,0.18,11.00,15.17,8.02,27.36,-1.08,0.19,11.00,13.74,6.60,25.00,-1.12,0.17,12.00,13.27,7.55,21.70,-1.29,0.18,12.00,8.65,4.31,15.79,-1.29,0.17,12.00,8.65,5.74,15.79
MALAWI,MWI,-0.51,0.25,3.00,33.66,17.96,53.40,-0.31,0.20,5.00,43.90,26.70,55.83,-0.38,0.21,5.00,41.46,25.73,54.37,-0.75,0.19,7.00,26.34,12.14,37.86,-0.69,0.17,8.00,26.34,15.53,39.81,-0.72,0.17,9.00,23.41,13.11,39.81,-0.80,0.17,9.00,23.90,13.59,36.41,-0.81,0.17,10.00,21.95,13.11,34.95,-0.56,0.20,9.00,32.04,16.91,46.86,-0.54,0.19,10.00,35.92,20.29,46.38,-0.47,0.19,10.00,40.67,25.24,50.00,-0.42,0.19,10.00,41.63,27.14,50.00,-0.44,0.19,10.00,41.71,25.94,49.53,-0.48,0.19,10.00,38.39,24.06,49.06,-0.48,0.17,11.00,37.44,24.53,47.17,-0.64,0.18,11.00,27.40,16.75,42.58,-0.67,0.18,11.00,26.44,16.27,40.67
MALAYSIA,MYS,0.75,0.23,5.00,76.10,65.05,84.47,0.79,0.19,6.00,77.56,70.39,83.98,1.05,0.19,6.00,82.44,77.67,88.35,0.99,0.17,7.00,81.46,74.27,87.38,1.17,0.17,7.00,84.88,78.16,89.81,1.13,0.18,8.00,84.88,77.67,89.32,1.13,0.17,8.00,83.90,76.21,88.83,1.22,0.18,10.00,85.37,79.61,88.35,1.24,0.19,10.00,86.41,79.71,90.34,1.11,0.19,10.00,82.52,77.29,87.92,0.99,0.19,10.00,78.95,72.86,86.67,1.13,0.19,10.00,82.78,75.71,89.05,1.03,0.19,10.00,81.04,73.11,87.26,0.93,0.19,10.00,76.78,70.28,84.43,1.01,0.19,10.00,79.15,71.23,87.26,1.14,0.20,9.00,83.65,74.16,89.95,0.96,0.20,10.00,76.92,73.21,87.08
MALDIVES,MDV,0.91,0.31,1.00,80.98,66.50,88.83,0.84,0.29,2.00,78.54,67.48,88.35,0.28,0.23,3.00,64.39,52.43,75.24,0.28,0.22,3.00,63.41,53.88,74.27,0.01,0.22,3.00,59.02,41.75,66.02,-0.11,0.22,4.00,54.15,37.86,66.02,0.16,0.25,4.00,59.51,47.57,69.42,0.06,0.26,4.00,56.10,41.75,69.42,0.03,0.29,4.00,54.37,40.58,70.53,-0.24,0.29,4.00,46.12,27.05,61.84,-0.46,0.29,4.00,41.15,18.10,56.67,-0.21,0.28,4.00,46.89,29.05,63.33,-0.31,0.29,4.00,45.02,23.58,60.85,-0.21,0.29,4.00,47.87,28.77,61.32,-0.31,0.28,5.00,45.50,24.53,59.43,-0.37,0.32,4.00,41.83,17.70,60.77,-0.38,0.33,4.00,40.87,17.70,59.81
MALI,MLI,-1.21,0.29,2.00,9.27,3.88,23.30,-1.05,0.24,4.00,13.66,5.34,25.73,-0.87,0.25,4.00,16.59,6.80,37.86,-0.60,0.22,6.00,31.71,13.59,47.57,-0.60,0.20,7.00,32.68,16.99,47.09,-0.62,0.19,8.00,30.73,14.56,47.09,-0.69,0.18,8.00,28.29,15.53,41.26,-0.69,0.18,10.00,27.80,16.50,40.29,-0.73,0.21,10.00,25.73,14.49,41.55,-0.76,0.20,10.00,23.79,13.04,41.06,-0.79,0.18,11.00,22.97,11.43,38.57,-0.84,0.18,11.00,22.01,10.95,36.67,-0.79,0.18,11.00,23.22,13.68,39.15,-0.98,0.19,11.00,17.54,8.96,29.72,-0.88,0.17,12.00,20.85,13.21,32.08,-1.08,0.18,12.00,14.90,7.66,21.53,-0.91,0.17,12.00,17.79,11.00,29.67
MALTA,MLT,0.99,0.29,2.00,83.41,69.42,89.81,0.91,0.28,2.00,81.46,70.39,88.35,1.07,0.31,2.00,83.41,72.33,89.32,1.06,0.28,2.00,82.44,73.30,89.32,0.93,0.25,3.00,79.51,70.39,89.32,0.83,0.26,3.00,77.07,68.45,87.86,0.82,0.22,3.00,76.10,67.48,84.95,1.08,0.21,4.00,82.93,76.21,87.86,1.22,0.24,4.00,83.98,77.78,91.79,1.29,0.25,4.00,86.89,78.26,94.20,1.17,0.23,6.00,84.21,75.71,91.90,1.20,0.23,6.00,84.21,75.71,92.86,1.21,0.23,6.00,83.89,75.47,92.92,1.25,0.23,6.00,85.78,76.42,94.34,1.26,0.22,6.00,86.73,76.89,93.87,1.03,0.24,6.00,80.77,72.73,89.00,0.85,0.24,6.00,75.96,68.90,86.60
MARSHALL ISLANDS,MHL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.44,0.50,1.00,38.54,7.28,67.96,-0.84,0.28,2.00,19.02,6.80,41.26,-1.16,0.30,2.00,9.27,1.94,27.67,-1.06,0.26,2.00,12.68,4.85,29.61,-0.87,0.27,2.00,18.05,6.80,41.75,-1.00,0.39,2.00,15.12,1.46,43.20,-1.11,0.33,2.00,12.68,1.94,33.98,-1.24,0.35,2.00,9.22,0.97,29.95,-1.31,0.39,2.00,6.31,0.97,28.99,-1.40,0.38,3.00,5.74,0.48,25.24,-1.28,0.35,3.00,7.18,0.95,28.57,-1.47,0.37,3.00,4.27,0.47,20.28,-1.45,0.40,3.00,5.69,0.47,24.53,-1.57,0.47,2.00,2.37,0.00,24.06,-1.55,0.44,2.00,5.29,0.48,19.62,-1.60,0.46,2.00,5.29,0.00,19.62
MARTINIQUE,MTQ,0.91,0.31,1.00,80.98,66.50,88.83,0.91,0.34,1.00,80.49,66.99,89.32,0.88,0.37,1.00,80.00,64.08,89.32,0.83,0.32,1.00,78.54,64.08,87.86,0.78,0.38,1.00,77.07,61.17,89.81,0.75,0.42,1.00,76.10,59.71,89.81,0.72,0.32,1.00,73.66,62.14,85.44,0.73,0.41,1.00,76.10,55.83,87.86,0.72,0.47,1.00,76.21,52.17,89.37,0.75,0.45,1.00,76.70,56.04,88.41,0.75,0.42,1.00,74.16,57.62,88.10,0.74,0.44,1.00,74.64,56.67,89.05,0.73,0.42,1.00,73.93,56.13,87.74,0.75,0.39,1.00,73.46,58.96,87.74,0.75,0.37,1.00,73.46,59.43,88.21,0.67,0.46,1.00,73.08,49.76,89.00,0.72,0.44,1.00,74.04,53.11,89.47
MAURITANIA,MRT,-0.14,0.31,1.00,52.20,28.16,65.05,-0.10,0.27,3.00,53.66,32.04,65.53,-0.18,0.28,3.00,48.29,29.13,64.08,-0.02,0.27,3.00,56.59,36.41,67.96,-0.02,0.29,3.00,57.56,35.44,67.96,-0.47,0.25,4.00,38.05,17.48,56.80,-0.33,0.23,5.00,43.90,27.18,56.80,-0.78,0.20,8.00,25.37,13.11,38.35,-0.87,0.23,8.00,18.45,8.21,37.20,-0.96,0.22,8.00,16.50,6.28,33.82,-0.88,0.19,9.00,20.57,10.00,37.14,-0.96,0.20,9.00,16.27,7.14,31.90,-0.93,0.20,9.00,17.54,8.49,32.08,-0.90,0.20,9.00,19.43,10.38,32.08,-1.00,0.18,10.00,15.17,9.43,27.36,-0.99,0.19,10.00,15.87,8.61,24.88,-1.03,0.18,10.00,13.94,8.61,24.40
MAURITIUS,MUS,0.32,0.45,1.00,63.41,36.89,83.50,0.42,0.28,3.00,68.78,55.34,79.13,0.45,0.24,4.00,69.76,57.77,79.13,0.41,0.19,5.00,67.80,60.68,74.76,0.75,0.18,6.00,75.61,67.48,82.04,0.65,0.18,7.00,74.15,67.96,79.61,0.62,0.18,7.00,71.22,64.08,77.18,0.71,0.18,8.00,74.63,66.50,81.55,0.76,0.21,8.00,77.67,66.67,82.61,0.78,0.20,8.00,77.18,67.15,82.13,0.76,0.19,8.00,74.64,66.67,81.90,0.85,0.20,8.00,76.56,69.05,83.33,0.86,0.20,10.00,76.78,68.40,83.49,0.96,0.20,10.00,78.20,70.75,87.26,0.87,0.18,11.00,74.88,69.34,82.55,1.04,0.19,11.00,81.25,74.16,87.56,1.04,0.18,11.00,80.77,74.16,87.08
MEXICO,MEX,0.07,0.23,6.00,59.02,44.17,67.48,0.35,0.19,6.00,66.34,56.80,75.73,0.23,0.19,6.00,61.95,53.88,71.36,0.24,0.17,8.00,62.44,55.83,69.90,0.22,0.17,8.00,62.93,55.34,69.42,0.16,0.17,9.00,63.90,53.88,68.45,0.08,0.17,9.00,58.05,49.03,64.08,0.16,0.17,11.00,60.00,51.94,68.93,0.18,0.19,11.00,59.22,51.21,70.53,0.20,0.19,11.00,61.17,51.21,69.08,0.17,0.18,11.00,60.29,50.00,66.67,0.15,0.19,11.00,60.29,49.05,67.14,0.31,0.19,11.00,63.51,55.19,71.23,0.34,0.19,11.00,63.51,58.02,70.75,0.34,0.19,11.00,63.03,56.60,70.28,0.19,0.19,11.00,61.06,47.85,71.77,0.21,0.20,11.00,61.54,48.80,72.25
"MICRONESIA, FED. STS.",FSM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.44,0.50,1.00,38.54,7.28,67.96,-0.67,0.28,2.00,27.32,10.19,46.60,-0.81,0.30,2.00,24.88,7.77,44.17,-0.81,0.26,2.00,20.98,8.25,40.29,-0.62,0.23,3.00,29.76,13.11,48.06,-0.17,0.25,3.00,49.27,33.98,62.62,-0.34,0.27,3.00,42.44,24.76,57.77,-0.75,0.29,3.00,24.76,9.66,45.89,-0.77,0.30,3.00,23.30,8.70,45.89,-0.74,0.32,3.00,26.79,7.62,49.05,-0.80,0.31,3.00,23.44,7.14,44.29,-0.75,0.31,3.00,25.59,8.49,47.17,-0.62,0.31,3.00,31.28,13.21,50.94,-0.55,0.30,3.00,34.12,15.09,53.30,-0.52,0.33,3.00,33.17,15.79,55.98,-0.42,0.33,3.00,39.90,16.27,58.85
MOLDOVA,MDA,-0.37,0.27,2.00,41.46,21.36,57.77,-0.45,0.21,4.00,35.61,21.84,52.43,-0.58,0.21,5.00,30.73,15.53,46.12,-0.61,0.19,6.00,31.22,17.48,45.15,-0.71,0.19,6.00,25.37,13.59,39.81,-0.89,0.20,7.00,16.10,8.25,32.52,-0.73,0.18,8.00,26.34,15.05,38.83,-0.79,0.19,9.00,24.39,13.11,36.89,-0.82,0.20,9.00,21.84,11.59,37.20,-0.77,0.20,9.00,21.36,13.04,41.06,-0.57,0.22,8.00,36.84,18.10,49.05,-0.64,0.20,9.00,31.10,16.19,44.29,-0.60,0.20,9.00,32.23,17.45,45.75,-0.55,0.20,9.00,34.12,21.70,47.17,-0.39,0.20,9.00,43.13,27.36,52.83,-0.38,0.21,9.00,39.90,23.44,53.11,-0.63,0.22,8.00,29.33,15.79,44.50
MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MONGOLIA,MNG,-0.39,0.29,2.00,40.98,18.93,59.22,-0.30,0.25,3.00,45.37,24.27,59.22,-0.31,0.21,4.00,43.90,28.16,57.77,-0.20,0.19,5.00,48.78,33.98,60.68,-0.29,0.19,5.00,45.37,32.04,59.22,-0.46,0.19,6.00,39.02,20.87,53.40,-0.37,0.19,7.00,42.93,29.61,56.31,-0.40,0.19,7.00,40.00,27.18,53.40,-0.51,0.21,8.00,35.92,19.81,51.21,-0.51,0.22,9.00,36.89,19.32,49.76,-0.66,0.19,11.00,30.14,16.67,45.71,-0.57,0.19,11.00,34.93,19.52,46.19,-0.58,0.19,11.00,34.60,18.40,45.75,-0.63,0.19,11.00,30.33,17.92,44.81,-0.54,0.19,11.00,34.60,21.70,46.70,-0.41,0.21,10.00,37.98,22.49,51.67,-0.40,0.19,12.00,40.38,24.40,49.76
MONTENEGRO,MNE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.36,0.54,1.00,64.39,36.41,85.44,-0.13,0.39,3.00,51.71,25.73,69.42,-0.17,0.31,4.00,50.49,27.54,64.25,-0.02,0.26,6.00,54.37,40.58,66.67,0.00,0.26,6.00,56.46,42.38,66.19,0.09,0.24,7.00,57.89,44.29,67.62,0.10,0.23,7.00,59.72,45.75,67.92,0.14,0.23,7.00,59.72,47.17,69.34,0.17,0.22,7.00,60.19,47.17,69.34,0.28,0.24,7.00,63.46,47.85,73.21,0.16,0.23,8.00,60.10,46.41,72.25
MOROCCO,MAR,-0.03,0.25,3.00,56.10,34.95,65.05,0.03,0.20,5.00,56.59,45.15,66.99,-0.03,0.21,5.00,54.63,41.75,65.05,-0.14,0.17,7.00,51.22,38.35,61.65,-0.10,0.17,7.00,54.15,40.78,61.17,-0.08,0.17,8.00,56.10,46.60,64.56,-0.26,0.17,8.00,46.83,35.92,56.31,-0.14,0.17,10.00,51.22,39.32,59.71,-0.16,0.19,10.00,50.97,37.68,58.45,-0.17,0.19,10.00,48.54,39.61,58.45,-0.13,0.18,10.00,50.24,41.43,60.00,-0.09,0.19,10.00,50.72,42.38,62.86,-0.15,0.20,10.00,48.34,39.15,60.85,-0.05,0.19,11.00,52.61,43.87,61.32,-0.03,0.17,12.00,54.03,45.75,62.26,-0.07,0.18,12.00,51.92,42.11,62.20,-0.06,0.18,11.00,50.48,41.63,62.20
MOZAMBIQUE,MOZ,-0.14,0.25,3.00,52.68,32.52,62.14,-0.39,0.20,5.00,40.98,23.79,54.37,-0.43,0.21,5.00,39.51,23.30,53.88,-0.36,0.19,7.00,42.93,29.13,55.34,-0.46,0.17,8.00,36.59,24.27,52.91,-0.51,0.17,9.00,35.61,20.87,48.06,-0.52,0.17,9.00,37.07,24.76,47.09,-0.57,0.17,11.00,32.68,20.87,45.15,-0.49,0.19,11.00,36.89,22.22,50.24,-0.50,0.19,11.00,37.86,20.77,47.34,-0.54,0.18,11.00,37.80,20.95,48.10,-0.57,0.18,11.00,34.45,19.52,45.24,-0.62,0.18,11.00,31.28,17.92,44.34,-0.63,0.19,11.00,30.81,18.87,44.34,-0.61,0.17,12.00,32.23,21.23,44.34,-0.73,0.18,12.00,23.56,15.79,37.32,-0.74,0.18,11.00,23.08,13.88,38.28
MYANMAR,MMR,-1.28,0.25,3.00,6.34,3.40,18.93,-1.20,0.22,3.00,8.78,3.88,18.93,-1.21,0.24,3.00,8.29,2.91,20.39,-1.31,0.20,4.00,7.32,1.94,13.11,-1.24,0.21,4.00,8.29,2.43,17.48,-1.56,0.22,5.00,3.90,0.49,8.25,-1.54,0.21,5.00,3.41,0.49,11.17,-1.51,0.24,6.00,4.39,0.49,12.14,-1.50,0.25,6.00,4.37,0.97,13.53,-1.54,0.25,6.00,2.91,0.97,11.59,-1.64,0.24,6.00,2.39,0.48,8.10,-1.65,0.24,6.00,2.39,0.48,8.57,-1.63,0.24,6.00,3.32,0.47,8.96,-1.51,0.23,7.00,3.32,0.94,13.21,-1.51,0.19,9.00,4.74,0.94,11.79,-1.28,0.20,10.00,9.13,3.83,16.75,-1.24,0.20,10.00,10.10,5.74,18.18
NAMIBIA,NAM,0.51,0.25,3.00,69.27,59.22,81.07,0.21,0.20,5.00,61.46,51.94,72.33,0.17,0.21,5.00,60.98,49.03,70.39,0.13,0.17,8.00,61.46,50.97,67.96,0.24,0.17,8.00,63.90,55.83,70.39,0.10,0.17,9.00,62.44,50.97,68.45,0.04,0.17,9.00,56.59,47.57,64.08,0.09,0.17,9.00,57.07,50.00,65.05,0.10,0.19,10.00,55.83,47.34,66.67,0.20,0.19,9.00,60.68,51.21,69.08,0.13,0.18,11.00,58.85,50.00,66.67,0.08,0.18,11.00,57.42,46.67,65.71,0.07,0.18,11.00,56.87,47.17,65.57,0.14,0.19,10.00,60.19,48.58,66.98,0.19,0.17,11.00,60.66,51.42,67.92,0.12,0.19,11.00,58.65,45.45,70.33,0.26,0.17,12.00,64.42,52.63,72.73
NAURU,NRU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.59,0.47,1.00,30.58,5.80,59.42,-0.48,0.58,1.00,38.83,5.31,67.15,-0.43,0.69,1.00,41.63,2.86,73.33,-0.57,0.60,1.00,33.97,3.81,66.67,-0.59,0.65,1.00,33.18,2.36,67.92,-0.55,0.80,1.00,33.65,0.94,73.58,-0.58,0.78,1.00,33.65,0.94,71.23,-0.60,0.73,1.00,29.33,1.91,72.73,-0.57,0.80,1.00,32.69,1.44,74.16
NEPAL,NPL,-0.41,0.31,1.00,40.00,17.48,59.22,-0.72,0.29,2.00,23.90,9.22,46.60,-0.50,0.23,3.00,37.07,16.99,51.94,-0.49,0.21,4.00,35.61,22.33,50.97,-0.57,0.21,4.00,33.66,17.48,48.54,-0.75,0.18,6.00,21.46,10.68,39.32,-0.84,0.20,6.00,22.44,11.65,37.38,-0.79,0.20,7.00,23.41,12.14,37.86,-0.66,0.23,7.00,29.61,15.94,45.89,-0.77,0.24,7.00,22.33,11.11,41.55,-0.94,0.20,9.00,18.18,7.14,33.33,-0.86,0.21,9.00,21.05,10.48,36.67,-0.88,0.21,9.00,18.48,8.96,37.26,-0.98,0.21,9.00,17.06,7.55,29.72,-0.93,0.20,9.00,18.48,9.91,32.55,-0.83,0.21,9.00,19.71,12.44,35.41,-1.04,0.22,9.00,13.46,7.66,25.84
NETHERLANDS,NLD,2.01,0.23,5.00,98.54,90.29,100.00,2.07,0.21,5.00,99.51,91.75,100.00,2.08,0.21,5.00,99.02,91.26,100.00,2.00,0.19,5.00,97.07,90.78,100.00,2.03,0.19,5.00,98.05,91.75,100.00,2.12,0.21,5.00,97.56,91.26,100.00,1.95,0.19,5.00,98.05,91.75,100.00,1.78,0.20,6.00,95.12,87.86,98.54,1.73,0.22,6.00,94.17,87.92,99.03,1.69,0.23,6.00,94.17,86.96,99.03,1.74,0.21,7.00,95.22,87.62,98.57,1.73,0.22,7.00,94.74,87.62,99.05,1.79,0.22,7.00,96.68,87.74,99.06,1.81,0.22,7.00,96.68,89.15,99.53,1.78,0.21,7.00,96.68,88.68,99.53,1.83,0.23,7.00,97.60,89.47,100.00,1.84,0.23,7.00,97.12,89.95,99.52
