,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
LIBERIA,LBR,-1.98,0.45,2.00,1.96,0.00,11.22,-2.11,0.32,4.00,2.94,0.00,7.32,-1.78,0.29,4.00,4.90,0.49,9.76,-1.74,0.26,4.00,3.92,0.00,7.80,-1.69,0.22,4.00,2.94,1.46,8.78,-1.88,0.21,5.00,2.45,1.46,5.37,-1.63,0.19,5.00,3.43,2.44,9.27,-1.48,0.21,5.00,5.88,2.93,13.17,-1.20,0.22,4.00,11.17,4.35,21.26,-1.34,0.19,7.00,6.31,2.90,16.43,-1.19,0.17,8.00,9.57,6.19,20.95,-1.05,0.17,8.00,15.31,7.14,24.29,-1.09,0.16,9.00,12.80,7.08,22.17,-1.04,0.17,11.00,15.64,8.96,25.47,-0.90,0.17,11.00,21.80,11.32,30.66,-0.85,0.17,10.00,20.67,10.53,31.10,-0.88,0.17,11.00,19.71,11.48,29.67
LIBYA,LBY,-1.81,0.32,4.00,3.43,0.98,10.24,-1.95,0.33,4.00,3.92,0.00,7.32,-1.81,0.31,4.00,4.41,0.49,9.76,-1.64,0.23,5.00,4.41,0.98,11.22,-1.51,0.20,5.00,4.41,2.93,12.68,-1.37,0.21,5.00,6.86,2.93,15.61,-1.45,0.19,5.00,6.37,2.93,12.20,-1.46,0.22,5.00,6.37,2.93,14.15,-1.08,0.21,6.00,15.53,6.76,23.67,-0.88,0.20,7.00,18.93,12.08,31.88,-1.13,0.18,8.00,11.96,6.19,23.81,-1.18,0.19,8.00,9.57,5.71,20.95,-1.54,0.19,7.00,4.27,2.83,9.43,-1.65,0.21,8.00,2.84,1.89,8.96,-1.86,0.20,8.00,1.90,1.42,5.19,-2.11,0.21,8.00,0.96,0.00,3.35,-2.24,0.20,7.00,0.48,0.00,2.39
LIECHTENSTEIN,LIE,1.48,0.48,1.00,92.65,73.17,100.00,1.50,0.49,1.00,94.61,73.66,100.00,1.48,0.45,1.00,92.65,76.59,100.00,1.66,0.38,1.00,95.59,80.49,100.00,1.63,0.29,1.00,95.10,83.90,100.00,1.52,0.33,1.00,91.67,78.54,100.00,1.59,0.25,1.00,94.12,85.37,100.00,1.34,0.32,1.00,91.18,73.17,99.51,1.36,0.37,1.00,90.29,72.95,99.52,1.38,0.39,1.00,89.81,73.91,100.00,1.50,0.34,2.00,93.30,78.10,100.00,1.52,0.36,2.00,93.30,78.57,100.00,1.50,0.36,2.00,92.42,77.83,100.00,1.54,0.30,3.00,92.89,80.66,100.00,1.57,0.29,3.00,93.36,81.60,100.00,1.43,0.30,3.00,90.38,79.43,98.56,1.38,0.29,3.00,90.38,78.47,98.56
LITHUANIA,LTU,1.17,0.32,4.00,85.78,71.22,96.59,0.90,0.27,6.00,79.90,66.83,91.71,0.78,0.22,8.00,77.94,64.88,85.37,1.07,0.20,9.00,82.84,73.17,89.27,1.04,0.17,9.00,79.90,73.66,89.27,1.14,0.18,9.00,81.86,76.59,90.24,1.03,0.17,9.00,78.43,71.71,88.29,0.97,0.18,9.00,78.43,70.73,87.32,1.09,0.17,11.00,83.50,74.88,90.82,1.12,0.17,11.00,83.01,75.85,91.30,0.95,0.18,10.00,78.95,72.38,85.71,0.97,0.18,10.00,79.43,74.29,85.24,0.94,0.17,10.00,78.67,74.06,85.38,1.12,0.19,10.00,82.94,75.00,90.57,1.15,0.19,10.00,84.36,75.94,91.04,1.20,0.20,10.00,87.02,77.99,91.87,1.28,0.19,10.00,87.98,79.43,91.87
LUXEMBOURG,LUX,1.71,0.32,5.00,97.06,85.85,99.51,1.48,0.30,5.00,93.63,80.49,98.54,1.89,0.26,5.00,99.02,91.22,100.00,1.89,0.27,4.00,99.51,91.71,100.00,1.81,0.22,5.00,98.53,90.73,100.00,1.80,0.24,5.00,98.53,89.27,100.00,1.65,0.20,5.00,97.55,88.29,100.00,1.68,0.21,6.00,96.57,88.78,100.00,1.74,0.23,6.00,97.09,87.92,100.00,1.67,0.24,6.00,96.12,86.96,100.00,1.66,0.24,6.00,95.22,85.71,100.00,1.69,0.25,6.00,95.69,85.24,100.00,1.86,0.25,6.00,98.58,91.04,100.00,1.77,0.25,6.00,96.68,89.62,100.00,1.78,0.25,6.00,96.68,89.62,100.00,1.65,0.26,6.00,92.79,88.04,99.52,1.67,0.25,6.00,93.75,87.08,99.04
"MACAO SAR, CHINA",MAC,0.52,0.48,1.00,67.65,40.49,89.76,0.53,0.49,1.00,68.14,36.59,91.22,0.50,0.45,1.00,67.65,40.00,88.78,0.68,0.38,1.00,70.59,56.59,87.80,1.14,0.29,1.00,83.82,70.73,94.63,1.54,0.33,1.00,92.65,79.02,100.00,1.10,0.25,1.00,81.86,70.24,92.20,1.09,0.32,1.00,83.33,67.32,94.15,0.86,0.37,1.00,77.18,58.45,91.30,1.00,0.34,2.00,79.61,63.77,93.24,1.27,0.30,3.00,86.12,74.29,97.14,1.34,0.31,3.00,87.08,76.19,98.57,1.33,0.30,3.00,87.68,75.94,97.17,1.35,0.30,3.00,89.57,76.89,98.11,1.34,0.29,3.00,89.57,77.36,97.64,1.68,0.30,3.00,93.75,85.65,99.52,1.74,0.29,3.00,95.19,85.17,99.52
"MACEDONIA, FYR",MKD,-0.25,0.34,3.00,40.69,22.93,62.44,-0.14,0.29,4.00,46.08,24.88,62.93,-0.12,0.27,5.00,47.06,28.29,62.44,-0.20,0.22,7.00,45.10,31.22,57.56,-0.19,0.18,8.00,47.55,33.66,56.59,-0.04,0.18,9.00,53.92,41.95,63.41,-0.19,0.17,9.00,48.53,35.61,56.10,-0.04,0.19,9.00,53.43,42.44,58.05,0.11,0.19,9.00,56.80,50.24,64.73,0.23,0.18,9.00,57.77,52.17,67.15,0.30,0.17,9.00,61.24,53.33,70.48,0.33,0.17,9.00,60.77,53.33,70.95,0.33,0.17,8.00,60.66,53.77,71.70,0.36,0.18,9.00,62.09,54.25,73.11,0.33,0.18,9.00,62.56,53.77,73.11,0.47,0.19,9.00,67.31,56.46,75.60,0.45,0.18,9.00,66.83,57.42,73.68
MADAGASCAR,MDG,-1.05,0.40,3.00,17.16,4.39,35.12,-0.82,0.30,5.00,20.59,9.76,36.10,-0.45,0.27,5.00,32.35,17.56,53.66,-0.28,0.23,6.00,42.65,25.85,57.07,-0.29,0.19,7.00,44.12,27.80,54.63,-0.32,0.19,8.00,43.63,27.80,55.12,-0.24,0.17,8.00,47.06,31.71,54.63,-0.17,0.17,10.00,49.02,34.15,55.12,-0.20,0.17,10.00,49.03,32.85,56.04,-0.31,0.17,10.00,44.17,30.92,53.14,-0.50,0.16,10.00,33.97,24.29,45.71,-0.56,0.16,10.00,32.54,22.86,41.90,-0.52,0.16,10.00,34.12,23.58,43.40,-0.56,0.17,11.00,31.75,22.17,43.40,-0.65,0.17,11.00,28.44,19.81,38.21,-0.69,0.17,11.00,27.88,17.22,36.84,-0.76,0.17,11.00,25.96,13.40,34.93
MALAWI,MWI,-0.29,0.32,4.00,38.73,21.95,59.51,-0.23,0.27,6.00,40.69,23.90,57.07,-0.22,0.24,6.00,40.20,25.37,57.56,-0.51,0.21,7.00,34.31,20.00,46.83,-0.46,0.18,8.00,37.25,21.46,48.29,-0.52,0.17,9.00,31.37,20.49,46.34,-0.47,0.16,9.00,35.78,24.39,48.29,-0.50,0.18,9.00,32.84,21.46,47.32,-0.45,0.18,8.00,34.95,22.71,50.72,-0.48,0.17,9.00,35.44,23.19,47.83,-0.44,0.17,9.00,35.89,25.71,47.62,-0.57,0.17,9.00,31.58,22.38,41.90,-0.70,0.17,9.00,27.01,18.87,35.38,-0.70,0.18,10.00,26.54,18.40,37.26,-0.68,0.17,10.00,26.54,18.40,37.26,-0.78,0.18,10.00,25.48,12.92,33.01,-0.82,0.17,10.00,23.08,12.92,32.06
MALAYSIA,MYS,0.69,0.27,6.00,72.55,59.51,84.39,0.54,0.25,7.00,68.63,55.12,80.49,0.52,0.22,7.00,68.14,57.07,79.51,0.53,0.20,8.00,67.65,59.51,75.12,0.60,0.18,8.00,68.14,62.93,76.10,0.49,0.18,9.00,67.16,61.46,74.63,0.61,0.17,9.00,68.63,61.95,75.61,0.56,0.18,10.00,67.16,58.05,75.61,0.53,0.18,10.00,67.96,57.97,74.88,0.33,0.18,10.00,62.14,54.11,71.50,0.31,0.17,10.00,61.72,53.81,70.48,0.60,0.17,10.00,70.81,60.48,77.14,0.59,0.16,11.00,71.09,60.38,76.89,0.58,0.17,11.00,70.62,59.91,76.89,0.65,0.17,11.00,73.46,62.74,78.77,0.84,0.19,10.00,75.96,70.33,84.21,0.77,0.17,11.00,74.52,68.42,80.38
MALDIVES,MDV,1.00,0.48,1.00,82.35,58.54,97.56,0.81,0.40,2.00,75.98,56.10,93.17,0.66,0.35,3.00,72.55,55.61,88.78,0.74,0.32,3.00,73.53,59.51,86.83,0.57,0.25,3.00,66.67,56.59,78.54,-0.10,0.25,4.00,50.49,31.71,64.39,0.44,0.23,4.00,63.73,55.12,71.71,0.37,0.26,4.00,62.75,52.20,73.17,0.04,0.27,4.00,54.37,38.65,65.70,-0.39,0.22,5.00,39.81,23.19,53.62,-0.41,0.22,5.00,37.32,24.29,51.43,-0.39,0.22,5.00,37.80,24.76,52.38,-0.40,0.21,5.00,37.44,24.06,51.89,-0.40,0.23,5.00,37.91,24.53,53.30,-0.45,0.24,5.00,35.55,23.11,51.89,-0.36,0.28,4.00,39.90,23.44,55.02,-0.42,0.26,4.00,37.50,21.53,54.55
MALI,MLI,-0.48,0.40,3.00,29.41,14.63,57.07,-0.23,0.30,5.00,39.71,22.44,58.54,-0.10,0.27,5.00,49.51,28.78,62.44,-0.46,0.23,6.00,36.27,20.00,50.73,-0.51,0.19,7.00,32.35,20.00,47.32,-0.46,0.19,8.00,35.29,22.44,49.27,-0.51,0.17,8.00,32.35,22.93,48.29,-0.44,0.18,9.00,36.27,23.41,50.73,-0.34,0.18,9.00,41.26,27.05,52.66,-0.39,0.18,9.00,39.32,27.05,52.17,-0.39,0.16,10.00,38.28,27.14,49.05,-0.48,0.16,10.00,35.41,24.76,45.24,-0.38,0.16,10.00,37.91,28.30,49.06,-0.41,0.18,10.00,37.44,26.42,47.17,-0.49,0.18,10.00,34.12,24.06,45.75,-0.59,0.18,10.00,30.29,19.62,43.06,-0.57,0.17,10.00,30.29,21.53,43.54
MALTA,MLT,0.92,0.40,3.00,78.43,60.00,95.61,1.01,0.40,3.00,81.37,62.93,95.61,1.08,0.37,3.00,83.33,66.83,94.63,1.05,0.30,3.00,80.88,68.78,92.68,1.16,0.24,4.00,84.31,73.66,92.68,1.13,0.25,4.00,81.37,73.17,92.68,1.04,0.21,4.00,78.92,71.22,90.24,1.10,0.23,5.00,84.31,72.20,91.71,1.14,0.24,5.00,84.95,72.95,92.75,1.20,0.26,5.00,86.41,73.91,94.69,1.37,0.24,6.00,88.52,79.05,97.14,1.43,0.25,6.00,90.43,81.43,98.57,1.33,0.25,6.00,88.15,77.83,95.75,1.33,0.26,6.00,89.10,76.89,95.75,1.30,0.26,6.00,87.68,77.36,94.81,1.10,0.26,6.00,82.69,73.21,91.87,1.17,0.26,6.00,84.62,73.68,91.87
MARSHALL ISLANDS,MHL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.83,0.59,1.00,20.10,5.37,55.12,-0.70,0.50,2.00,22.55,6.83,56.10,-0.53,0.54,2.00,32.84,7.32,63.41,-0.51,0.42,2.00,31.86,12.68,58.05,-0.85,0.41,2.00,18.63,5.37,48.78,-0.77,0.50,2.00,23.04,4.39,55.12,-0.95,0.46,2.00,17.65,2.93,48.29,-0.92,0.39,2.00,18.45,4.35,43.96,-0.70,0.32,2.00,26.21,9.66,48.79,-1.00,0.27,3.00,17.22,6.19,33.33,-0.99,0.26,3.00,18.18,6.19,32.86,-1.01,0.26,3.00,16.59,6.60,31.60,-1.05,0.28,3.00,14.69,5.19,29.72,-1.09,0.32,2.00,13.74,3.30,31.13,-0.96,0.37,2.00,17.79,4.78,40.19,-1.12,0.35,2.00,12.02,2.87,32.06
MARTINIQUE,MTQ,1.00,0.48,1.00,82.35,58.54,97.56,1.01,0.49,1.00,83.33,57.07,97.56,0.99,0.45,1.00,82.35,60.98,95.12,0.92,0.38,1.00,77.94,61.46,92.68,0.90,0.29,1.00,76.96,65.37,89.27,0.78,0.33,1.00,74.51,62.93,86.83,0.85,0.25,1.00,75.00,62.93,87.80,0.85,0.32,1.00,75.49,60.49,91.22,0.86,0.37,1.00,77.18,58.45,91.30,0.88,0.39,1.00,78.64,57.49,92.27,0.88,0.44,1.00,77.03,56.67,94.76,0.87,0.48,1.00,77.03,53.81,95.24,0.87,0.49,1.00,77.73,54.25,95.28,0.84,0.52,1.00,76.78,53.30,95.28,0.85,0.51,1.00,76.78,53.30,94.81,1.19,0.53,1.00,86.54,64.11,99.52,1.25,0.47,1.00,86.06,67.94,99.04
MAURITANIA,MRT,-0.55,0.42,2.00,27.45,11.22,56.59,-0.59,0.30,4.00,25.49,14.15,50.24,-0.42,0.28,4.00,33.33,18.05,55.12,0.31,0.28,4.00,62.25,47.80,74.15,-0.08,0.24,4.00,50.98,34.63,63.41,-0.07,0.23,5.00,51.96,36.59,64.39,-0.37,0.19,6.00,43.14,24.88,52.68,-0.41,0.19,8.00,39.71,23.41,51.22,-0.44,0.19,8.00,35.44,22.71,51.21,-0.63,0.18,8.00,29.13,17.39,43.00,-0.67,0.17,9.00,26.79,19.05,38.10,-0.82,0.17,9.00,22.97,13.81,33.33,-0.77,0.16,9.00,23.70,14.62,34.91,-0.63,0.18,9.00,28.91,21.23,41.51,-0.65,0.18,9.00,27.49,18.87,38.21,-0.78,0.19,9.00,25.96,12.44,33.49,-0.86,0.18,9.00,21.15,11.48,30.62
MAURITIUS,MUS,-0.02,0.48,1.00,50.49,22.93,75.61,0.40,0.31,4.00,65.20,47.80,80.00,0.58,0.25,5.00,69.61,57.07,82.44,0.55,0.24,6.00,68.14,57.07,79.02,0.58,0.19,7.00,67.16,61.95,76.10,0.42,0.18,8.00,65.20,58.05,73.17,0.44,0.17,8.00,63.24,57.07,71.22,0.56,0.18,9.00,66.67,58.05,75.61,0.53,0.18,9.00,68.45,57.97,74.88,0.80,0.17,9.00,74.27,67.15,81.64,0.87,0.17,9.00,76.08,70.48,84.29,0.90,0.17,9.00,77.99,71.43,84.29,0.85,0.16,9.00,76.78,70.75,82.55,1.00,0.18,9.00,79.62,74.06,87.74,0.94,0.18,9.00,79.62,73.58,86.32,1.12,0.19,9.00,83.65,75.60,89.95,1.09,0.18,9.00,82.21,75.60,89.95
MEXICO,MEX,0.39,0.27,6.00,64.71,49.76,76.10,0.28,0.25,7.00,61.27,46.83,73.66,0.29,0.22,7.00,62.25,51.71,71.71,0.46,0.20,8.00,64.71,57.07,74.63,0.38,0.18,8.00,64.71,56.10,70.73,0.44,0.18,9.00,65.69,59.51,74.15,0.28,0.17,9.00,61.27,54.15,65.85,0.38,0.18,10.00,63.73,55.12,71.22,0.39,0.18,10.00,63.59,56.04,71.98,0.34,0.18,10.00,62.62,54.11,71.50,0.23,0.17,10.00,57.42,51.90,67.62,0.26,0.17,10.00,58.37,53.33,69.52,0.29,0.16,11.00,58.77,53.30,70.75,0.48,0.17,11.00,67.77,57.08,75.00,0.47,0.17,11.00,67.30,57.55,74.53,0.43,0.18,11.00,66.83,55.98,74.16,0.40,0.17,11.00,66.35,55.98,72.73
"MICRONESIA, FED. STS.",FSM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.83,0.59,1.00,20.10,5.37,55.12,-0.88,0.50,2.00,18.14,6.83,52.68,-0.61,0.54,2.00,27.45,6.34,60.98,-0.47,0.42,2.00,35.78,13.17,60.49,-0.02,0.27,3.00,54.90,36.10,64.88,0.24,0.23,3.00,59.80,50.24,68.78,0.17,0.27,3.00,57.35,44.88,69.76,-0.38,0.28,3.00,38.83,21.74,56.04,-0.59,0.24,4.00,30.58,16.43,47.34,-0.86,0.24,4.00,21.05,8.10,34.76,-0.92,0.24,4.00,19.14,7.62,33.81,-0.93,0.23,4.00,20.38,8.02,32.55,-0.97,0.24,4.00,18.48,8.02,31.60,-0.96,0.25,4.00,18.48,7.55,32.08,-1.05,0.28,4.00,13.46,4.78,29.67,-0.99,0.26,4.00,15.38,5.74,30.62
MOLDOVA,MDA,0.02,0.32,4.00,53.43,29.27,68.78,-0.20,0.27,6.00,42.65,24.39,58.05,-0.28,0.25,7.00,38.24,23.90,56.10,-0.41,0.21,8.00,38.73,21.95,50.73,-0.47,0.18,8.00,35.29,21.46,48.29,-0.44,0.18,9.00,36.76,22.44,49.27,-0.46,0.17,10.00,36.27,24.39,48.78,-0.35,0.18,10.00,42.16,26.34,53.17,-0.28,0.18,10.00,43.69,29.47,53.62,-0.17,0.18,10.00,50.00,36.23,55.07,-0.13,0.17,9.00,48.80,37.62,55.71,-0.10,0.16,10.00,49.28,39.52,55.71,-0.08,0.16,10.00,51.18,39.15,56.13,-0.10,0.17,11.00,49.29,39.62,56.60,-0.07,0.17,11.00,49.76,39.15,58.02,0.02,0.18,11.00,54.33,44.50,64.11,-0.05,0.17,11.00,51.44,42.11,60.29
MONACO,MCO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MONGOLIA,MNG,-0.19,0.40,3.00,44.61,20.98,65.85,-0.11,0.35,4.00,48.53,23.90,67.32,-0.10,0.31,5.00,50.00,25.85,64.88,-0.09,0.24,6.00,50.49,35.12,62.44,-0.46,0.20,6.00,37.75,20.98,49.27,-0.38,0.20,7.00,40.69,22.93,52.68,-0.44,0.18,8.00,37.25,24.39,50.24,-0.30,0.18,9.00,44.61,28.78,54.63,-0.26,0.18,9.00,45.63,29.47,53.62,-0.33,0.17,10.00,43.20,29.47,53.14,-0.28,0.15,12.00,44.02,33.33,52.86,-0.22,0.15,12.00,44.02,35.71,53.33,-0.20,0.15,12.00,45.97,35.38,53.77,-0.20,0.16,13.00,45.50,35.38,54.25,-0.31,0.16,13.00,42.18,31.13,52.36,-0.25,0.18,12.00,45.19,31.58,54.55,-0.33,0.16,14.00,42.31,29.67,51.20
MONTENEGRO,MNE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.13,0.45,1.00,50.98,20.49,67.80,-0.34,0.29,3.00,42.65,21.46,56.59,-0.16,0.25,4.00,50.49,29.47,58.45,-0.12,0.20,7.00,51.94,36.23,57.00,-0.04,0.19,7.00,52.15,39.05,60.00,-0.07,0.18,8.00,50.72,40.48,56.67,-0.06,0.17,8.00,51.66,39.62,56.60,0.02,0.19,8.00,53.55,43.40,60.38,0.06,0.19,8.00,54.03,45.28,63.68,0.12,0.20,8.00,55.77,46.41,66.99,0.23,0.19,9.00,60.10,51.20,70.81
MOROCCO,MAR,-0.17,0.32,4.00,46.08,24.39,62.93,-0.06,0.27,6.00,51.47,27.80,63.90,-0.06,0.24,6.00,52.45,32.20,62.44,-0.16,0.20,8.00,47.55,35.12,59.02,-0.27,0.18,8.00,45.59,28.78,54.15,-0.23,0.17,9.00,46.57,31.71,57.07,-0.40,0.16,9.00,41.18,24.88,50.24,-0.17,0.17,10.00,49.51,34.15,55.12,-0.20,0.17,10.00,49.51,32.85,56.04,-0.18,0.17,10.00,48.54,36.23,55.07,-0.05,0.16,10.00,51.67,41.90,57.14,-0.07,0.16,10.00,51.20,41.43,56.67,-0.10,0.16,10.00,50.71,38.68,55.66,-0.08,0.16,12.00,50.71,40.57,56.60,-0.11,0.16,12.00,48.34,37.74,56.60,-0.12,0.16,12.00,49.52,38.28,55.98,-0.17,0.16,12.00,49.04,36.84,55.50
MOZAMBIQUE,MOZ,-0.54,0.32,4.00,27.94,16.10,51.71,-0.29,0.27,6.00,36.27,22.44,55.61,-0.16,0.24,6.00,42.16,28.29,60.00,-0.31,0.21,7.00,41.18,25.85,56.59,-0.52,0.18,8.00,31.37,20.49,47.32,-0.47,0.17,9.00,34.31,22.44,48.29,-0.65,0.16,9.00,25.00,19.51,42.44,-0.55,0.17,10.00,30.39,20.98,44.88,-0.54,0.17,10.00,30.10,22.22,45.89,-0.45,0.17,10.00,36.89,24.15,50.24,-0.39,0.16,10.00,38.76,27.14,49.05,-0.39,0.16,10.00,38.28,27.62,49.05,-0.42,0.16,10.00,35.55,27.36,47.17,-0.45,0.18,10.00,36.02,25.47,47.17,-0.40,0.18,10.00,37.44,26.42,48.58,-0.40,0.18,10.00,37.98,27.75,50.24,-0.49,0.17,10.00,34.13,25.36,47.37
MYANMAR,MMR,-1.77,0.32,4.00,3.92,0.98,11.22,-1.85,0.33,4.00,4.90,0.98,9.76,-2.06,0.31,4.00,2.94,0.00,6.83,-2.08,0.23,5.00,0.49,0.00,4.39,-2.04,0.20,5.00,1.47,0.49,2.93,-2.34,0.20,6.00,0.00,0.00,2.44,-2.18,0.19,6.00,1.47,0.00,2.44,-2.22,0.21,6.00,0.98,0.00,2.93,-2.29,0.22,6.00,0.49,0.00,2.90,-2.22,0.21,6.00,0.49,0.48,2.90,-2.25,0.21,6.00,1.44,0.00,2.86,-2.25,0.21,6.00,0.96,0.00,2.86,-2.13,0.21,6.00,1.42,0.00,2.83,-1.85,0.22,7.00,2.37,1.42,6.13,-1.49,0.18,10.00,5.21,2.83,10.85,-1.39,0.18,11.00,5.77,3.83,12.44,-1.26,0.18,11.00,7.21,4.78,15.79
NAMIBIA,NAM,0.38,0.32,4.00,64.22,47.32,77.56,0.16,0.27,6.00,56.37,36.59,69.76,0.27,0.24,6.00,61.27,45.37,73.17,0.50,0.20,8.00,66.67,57.07,75.12,0.22,0.18,8.00,60.78,51.71,66.34,0.16,0.17,9.00,60.29,49.76,65.85,0.12,0.16,9.00,56.86,50.24,62.93,0.12,0.18,9.00,56.37,49.76,63.90,-0.03,0.18,9.00,52.91,41.55,58.45,0.17,0.18,8.00,56.31,51.21,64.25,0.10,0.16,10.00,54.55,47.62,62.86,0.08,0.16,10.00,54.07,46.19,61.90,0.04,0.16,10.00,54.03,43.40,60.38,0.08,0.19,9.00,54.50,44.34,63.68,0.09,0.18,9.00,55.45,45.75,63.68,-0.01,0.19,9.00,52.88,42.11,62.68,-0.08,0.17,10.00,50.96,41.15,59.81
NAURU,NRU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.74,0.62,1.00,22.82,2.90,60.39,-0.89,0.45,1.00,17.48,2.90,51.21,-1.02,0.42,1.00,15.79,3.33,40.00,-1.06,0.43,1.00,14.35,2.86,40.48,-1.10,0.42,1.00,12.32,2.83,36.79,-1.19,0.44,1.00,11.37,1.89,33.96,-1.38,0.47,1.00,7.11,1.42,30.66,-1.26,0.71,1.00,8.65,0.00,50.72,-1.24,0.68,1.00,8.17,0.00,49.76
NEPAL,NPL,-0.55,0.42,2.00,27.45,11.22,56.59,-0.43,0.36,3.00,31.86,15.12,56.10,-0.56,0.32,4.00,28.43,13.66,52.68,-0.58,0.26,5.00,30.39,18.54,49.27,-0.42,0.21,5.00,39.22,20.98,50.73,-0.53,0.20,7.00,30.88,19.02,46.83,-0.50,0.19,7.00,34.31,22.93,48.78,-0.50,0.21,7.00,33.33,20.98,50.24,-0.55,0.21,7.00,29.61,19.32,47.83,-0.62,0.19,7.00,29.61,17.39,44.93,-0.70,0.17,9.00,26.32,17.62,37.14,-0.74,0.17,9.00,24.88,16.19,35.71,-0.72,0.16,9.00,25.12,18.40,35.38,-0.80,0.17,10.00,23.70,13.21,33.02,-0.85,0.17,10.00,22.75,12.74,31.13,-0.85,0.19,10.00,21.15,10.53,31.58,-0.79,0.18,10.00,25.00,12.92,34.93
NETHERLANDS,NLD,1.81,0.27,6.00,98.04,90.24,100.00,1.89,0.27,6.00,98.04,93.17,100.00,2.08,0.23,6.00,99.51,94.63,100.00,1.86,0.23,6.00,99.02,91.71,100.00,1.74,0.20,6.00,97.55,90.73,100.00,1.79,0.21,6.00,98.04,90.24,100.00,1.67,0.19,6.00,98.53,90.24,100.00,1.68,0.21,6.00,97.06,88.78,100.00,1.80,0.23,6.00,97.57,91.30,100.00,1.77,0.24,6.00,97.09,90.34,100.00,1.71,0.22,7.00,97.13,87.62,100.00,1.74,0.24,7.00,97.13,87.14,100.00,1.81,0.22,8.00,97.16,91.51,100.00,1.76,0.22,8.00,96.21,90.09,100.00,1.78,0.22,8.00,96.21,89.62,100.00,1.78,0.23,8.00,95.67,89.95,99.52,1.77,0.22,8.00,96.15,90.91,99.04
